DOI,Title,Journal,pH,Subspecies,Species,CarbonSource,TargetMolecule,TiterUnits,FinalTiter,InitialTiter,Temperature,Medium,CultureSystem,Oxygen,FinalYield,GeneMutation,GeneName,Overexpress,Knocked out,others gene,DOI_replaced,SMILES,InChIKey
10.1016/j.jbiosc.2014.12.023,Dual synthetic pathway for 3-hydroxypropionic acid production in engineered Escherichia coli,Journal of Bioscience and Bioengineering,7.0,ATCC11303,Escherichia coli,Glycerol,3-HP,mM,56.1,33.1,37.0,M9,flask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[dhaB1, dhaB2, dhaB3, gdrA, gdrB, araE, PduP, PduL, PduW]","['dhab1', 'dhab2', 'dhab3', 'gdra', 'gdrb', 'arae', 'pdup', 'pdul', 'pduw']",[],[],10.1016.j.jbiosc.2014.12.023,C1=CC(=C(N=C1)C=NNC(=S)N)O,ISFBDLBZPVCEKD-ONNFQVAWSA-N
10.1007/s10529-013-1317-0,Lycopene production in recombinant strains of Escherichia coli is improved by knockout of the central carbon metabolism gene coding for glucose-6-phosphate dehydrogenase,Biotechnology Letters,7.0,BW25113,Escherichia coli,Amino acids,lycopene,mg/g DCW,7.5,1.0,37.0,LB,flask,aerobic,,"[oe,plasmid, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[crtE, pgi, idi, dxs, ispD, ispF, crtB, crtI]","['crte', 'idi', 'dxs', 'ispd', 'ispf', 'crtb', 'crti']",['pgi'],[],10.1007.s10529-013-1317-0,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
10.1021/sb500303q,Precursor-Directed Biosynthesis of 5Hydroxytryptophan Using Metabolically Engineered E. coli,ACS Synthetic Biology,7.0,BW2,Escherichia coli,Glucose,5-Hydroxytryptophan,mg/L,100.0,0.0,30.0,M9,nbflask,aerobic,,"[del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del]","[trpE, trpD, trpC, trpB, trpA, tnaA]","['trpD', 'trpC', 'trpB', 'trpA']","['trpE', 'tnaA']",[],10.1021.sb500303q,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,LDCYZAJDBXYCGN-UHFFFAOYSA-N
10.1021/sb500345t,"Systematically Engineering Escherichia coli for Enhanced Production of 1,2-Propanediol and 1-Propanol",ACS Synthetic Biology,7.0,BW25113,Escherichia coli,Amino acids,1_2-propanediol,g/L,5.13,0.0,37.0,LB,nbflask,anaerobic,0.48,"[del, del, del, del, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[zwf, tpiA, ldhA, gloA, adhE, mgsA, gldA, fucO, fdh1]","['mgsA', 'gldA', 'fucO', 'fdh1']","['zwf', 'tpiA', 'ldhA', 'gloA', 'adhE']",[],10.1021.sb500345t,,
10.1021/sb500096y,A Highly Tunable System for the Simultaneous Expression of Multiple Enzymes in Saccharomyces cerevisiae,ACS Synthetic Biology,,W303-1a,Saccharomyces cerevisiae,Glucose,ethanol,g/L,4.2,0.0,30.0,YPD,nbflask,anaerobic,,"[integrated,codonoptimized,oe,terminated, aa_snps,integrated,codonoptimized,oe,terminated, integrated,codonoptimized,oe,terminated]","[CBH1, CBH2, EG2]","['CBH1', 'CBH2', 'EG2']",[],[],10.1021.sb500096y,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1007/s00253-014-6092-x,Metabolic engineering of itaconate production in Escherichia coli,Applied Microbiology and Biotechnology,6.9,BW25113 (DE3),Escherichia coli,Glucose,itaconate,mg/L,690.0,0.0,30.0,M9,bioreactor,aerobic,0.09,"[del, del, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid]","[pta, ldhA, cadA, acnA, gltA]","['cada', 'acna', 'glta']","['pta', 'ldha']",[],10.1007.s00253-014-6092-x,C=C(CC(=O)O)C(=O)O,LVHBHZANLOWSRM-UHFFFAOYSA-N
10.1002/biot.201400637,Production of curcuminoids from tyrosine by a metabolically engineered Escherichia coli using caffeic acid as an intermediate,Biotechnology Journal,7.0,MG1655 (DE3),Escherichia coli,Glucose,curcuminoids,mg/L,70.0,0.0,26.0,M9,nbflask,aerobic,,"[oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[4CL, diketide-CoA synthase, curcumin synthase]","['4CL', 'diketide-CoA synthase', 'curcumin synthase']",[],[],10.1002.biot.201400637,,
10.1016/j.ymben.2014.11.007,Sequential control of biosynthetic pathways for balanced utilization of metabolic intermediates in Saccharomyces cerevisiae,Metabolic Engineering,5.0,BY4741,Saccharomyces cerevisiae,"Glucose, glycerol",carotenoids,g/L,,0.0,30.0,Minimal,bioreactor,aerobic,,"[amplified,integrated,oe,terminated, amplified,integrated,oe,terminated, amplified,integrated,oe,terminated, amplified,integrated,oe,truncated, oe,integrated,terminated,truncated]","[crtY, crtE, crtB, crtI, HMG1]","['crty', 'crte', 'crti', 'hmg1']",[],[],10.1016.j.ymben.2014.11.007,,
10.1016/j.enzmictec.2015.01.001,Heterologous production of caffeic acid from tyrosine in Escherichia coli,Enzyme and Microbial Technology,7.0,MG1655 (DE3),Escherichia coli,Glucose,caffeic acid,mM,1.56,0.0,26.0,Minimal,nbflask,aerobic,,"[codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[tyrosine ammonia-lyase, CYP199A2]","['tyrosine ammonia-lyase', 'CYP199A2']",[],[],10.1016.j.enzmictec.2015.01.001,C1=CC(=C(C=C1C=CC(=O)O)O)O,QAIPRVGONGVQAS-DUXPYHPUSA-N
10.1002/elsc.201400113,Succinate production from xylose-glucose mixtures using a consortium of engineered Escherichia coli,Engineering in the Life Sciences,7.0,ATCC8739,Escherichia coli,Glucose,succinate,g/L,40.0,0.0,37.0,Minimal,bioreactor,two-stage,,"[del, del, del, del, oe,plasmid]","[ldhA, ptsG, xylA, pflB, pyruvate carboxylase]",['pyruvate carboxylase'],"['ldhA', 'ptsG', 'xylA', 'pflB']",[],10.1002.elsc.201400113,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1186/s12934-015-0192-x,High crude violacein production from glucose by Escherichia coli engineered with interactive control of tryptophan pathway and violacein biosynthetic pathway,Microbial Cell Factories,7.0,BL21(DE3),Escherichia coli,Glucose,violacein,g/L,1.75,0.0,20.0,M9,bioreactor,aerobic,,"[del, aa_snps,oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[trpR, trpE, trpD, vioA, vioB, vioC, vioD, vioE]","['trpe', 'trpd']",['trpr'],[],10.1186.s12934-015-0192-x,C1=CC2=C(C(=O)N=C2C=C1)C3=C(NC(=C3)C4=CNC5=C4C=C(C=C5)O)O,SHLJIZCPRXXHHZ-UHFFFAOYSA-N
10.1186/s12934-014-0185-1,Production of cinnamic and p-hydroxycinnamic acid from sugar mixtures with engineered Escherichia coli,Microbial Cell Factories,7.0,W3110,Escherichia coli,Arabinose,,,,,37.0,M9,flask,aerobic,,"[del, oe,plasmid, aa_snps,oe,plasmid, oe,plasmid]","[pheA, tktA, aroG, tyrosine-phenylalanine ammonia lyase]","['tkta', 'arog']",['phea'],[],10.1186.s12934-014-0185-1,C1=CC=C(C=C1)C=CC(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N
10.1002/bit.25522,Long-chain Alkane Production by the Yeast Saccharomyces cerevisiae,Biotechnology and Bioengineering,,CEN.PK113-11C,Saccharomyces cerevisiae,Glucose,alkanes,ug/g DCW,24.0,0.0,30.0,Minimal,nbflask,aerobic,,"[del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[hfd1, fatty aldehyde deformylating oxygenase, fatty acyl-CoA/ACP reductase, fdx, fpr]","['fatty aldehyde deformylating oxygenase', 'fatty acyl-CoA/ACP reductase', 'fdx', 'fpr']",['hfd1'],[],10.1002.bit.25522,,
10.1016/j.ymben.2015.01.002,Metabolic transistor strategy for controlling electron transfer chain activity in Escherichia coli,Metabolic Engineering,7.0,MG1655,Escherichia coli,Glucose,d-lactate,,,,30.0,Complex,nbflask,aerobic,1.0,"[del, oe,plasmid]","[ubiX, geranyl diphosphate:4-hydroxybenzoate geranyltransferase]",['geranyl diphosphate:4-hydroxybenzoate geranyltransferase'],['ubiX'],[],10.1016.j.ymben.2015.01.002,CC(C(=O)O)O,JVTAAEKCZFNVCJ-UWTATZPHSA-N
10.1016/j.ymben.2015.01.004,A synthetic suicide riboswitch for the high-throughput screening of metabolite production in Saccharomyces cerevisiae,Metabolic Engineering,,BY4742,Saccharomyces cerevisiae,Glucose,N-acetylglucosamine,mg/g DCW,3.0,0.0,30.0,SD,nbflask,aerobic,,"[sensor, aa_snps,oe,plasmid, oe,plasmid]","[FCY1, GFA1, YqaB]","['GFA1', 'YqaB']",[],['FCY1'],10.1016.j.ymben.2015.01.004,CC(=O)NC(C=O)C(C(C(CO)O)O)O,MBLBDJOUHNCFQT-LXGUWJNJSA-N
10.1016/j.ymben.2014.12.008,Engineering Escherichia coli for methanol conversion,Metabolic Engineering,7.0,MG1655,Escherichia coli,Methanol,biomass,,,,37.0,M9,bflask,aerobic,39.4,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[hexulose-6-phosphate synthase, 6-phospho-3-hexuloisomerase, methanol dehydrogenase, act]","['hexulose-6-phosphate synthase', '6-phospho-3-hexuloisomerase', 'methanol dehydrogenase', 'act']",[],[],10.1016.j.ymben.2014.12.008,,
"Applied Biochemistry and Biotechnology, Vol. 34/35, 1992, Page 149","Enhancement of 1,3-Propanediol Production by Cofermentation in Escherichia coli Expressing Klebsiella pneumoniae dha Regulon Genes",Applied Biochemistry and Biotechnology,7.0,AG1,Escherichia coli,"Glucose, Glycerol",1_3-propanediol,g/L,1.0,0.0,37.0,ST,nbflask,anaerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid]","[dhaB1, dhaB2, dhab3]","['dhaB1', 'dhaB2', 'dhab3']",[],[],"Applied Biochemistry and Biotechnology, Vol. 34.35, 1992, Page 149",C(CO)CO,YPFDHNVEDLHUCE-UHFFFAOYSA-N
10.1002/bit.25196,"Engineering of a Butyraldehyde Dehydrogenase of Clostridium saccharoperbutylacetonicum to Fit an Engineered 1,4-Butanediol Pathway in Escherichia coli",Biotechnology and Bioengineering,7.0,W,Escherichia coli,Glucose,1_4-butanediol,mg/L,800.0,200.0,37.0,LB,nbflask,anaerobic,,"[del, codonoptimized,oe,plasmid, oe,plasmid, aa_snps,codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, del, del, del, del, aa_snps,integrated,del, del, del, aa_snps, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[ldhA, sucD, 4hbd, bld, butanol dehydrogenase, None, None, pflB, adhE, lpdA, mdh, arcA, gltA, cat1, cat2]","['sucD', '4hbd', 'bld', 'butanol dehydrogenase', 'cat1', 'cat2']","['ldhA', 'None', 'None', 'pflB', 'adhE', 'lpdA', 'mdh', 'arcA']",['gltA'],10.1002.bit.25196,C(CCO)CO,WERYXYBDKMZEQL-UHFFFAOYSA-N
10.1038/nbt.3095,Distributing a metabolic pathway among a microbial consortium enhances production of natural products,Nature Biotechnology,7.0,MG1655,Escherichia coli,Xylose,taxanes,mg/L,4.0,0.0,30.0,Minimal,bioreactor,aerobic,,"[del, integrated,oe, del, integrated,oe, integrated,oe, integrated,oe, integrated,oe, oe,plasmid, oe,plasmid, integrated,oe]","[endA, ackA, recA, ispD, ispF, dxs, idi, taxadiene synthase, GGPPS, pta]","['acka', 'ispd', 'dxs', 'idi', 'ggpps', 'pta']","['enda', 'reca']",[],10.1038.nbt.3095,,
10.1002/bit.22429,Development and Evaluation of Efficient Recombinant Escherichia coli Strains for the Production of 3-Hydroxypropionic Acid From Glycerol,Biotechnology and Bioengineering,7.0,BL21(DE3),Escherichia coli,Glycerol,3-HP,g/L,38.7,0.0,37.0,M9,bioreactor,anaerobic,35.0,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[dhaB1, dhaB2, dhab3, gdrA, gdrB, alpha-ketoglutaric semialdehyde dehydrogenase]","['dhaB1', 'dhaB2', 'dhab3', 'gdrA', 'gdrB', 'alpha-ketoglutaric semialdehyde dehydrogenase']",[],[],10.1002.bit.22429,C1=CC(=C(N=C1)C=NNC(=S)N)O,ISFBDLBZPVCEKD-ONNFQVAWSA-N
10.1007/s00253-009-1986-8,Effect of process parameters on 3-hydroxypropionic acid production from glycerol using a recombinant Escherichia coli,Applied Microbiology and Biotechnology,7.0,BL21(DE3),Escherichia coli,Glycerol,3-HP,g/L,31.0,0.0,37.0,M9,bioreactor,aerobic,0.35,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[dhaB1, dhaB2, dhaB3, aldH]","['dhaB1', 'dhaB2', 'dhaB3', 'aldH']",[],[],10.1007.s00253-009-1986-8,C1=CC(=C(N=C1)C=NNC(=S)N)O,ISFBDLBZPVCEKD-ONNFQVAWSA-N
10.1128/AEM.00861-07,Identification of Isopentenol Biosynthetic Genes from Bacillus subtilis by a Screening Method Based on Isoprenoid Precursor Toxicity,Applied and Environmental Microbiology,7.0,DH10B,Escherichia coli,Glucose,isopentanol,uM,1.2,0.0,30.0,M9,bflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[mevalonate kinase, phosphomevalonate kinase, diphosphomevalonate decarboxylase, IDI1, ERG20, NudF]","['mevalonate kinase', 'phosphomevalonate kinase', 'diphosphomevalonate decarboxylase', 'IDI1', 'ERG20', 'NudF']",[],[],10.1128.AEM.00861-07,CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N
10.1016/j.ymben.2014.11.011,Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering,Metabolic Engineering,7.0,DH1,Escherichia coli,Glucose,,mg/L,600.0,400.0,30.0,EZRich,,aerobic,,"[oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid,terminated, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid,terminated, codonoptimized,oe,plasmid,truncated, oe,plasmid]","[atoB, HMGS, mvaA, Mevalonate Kinase, PhosphoMevalonate Kinase, ERG19, idi, GPPS, Limonene synthase]","['atob', 'hmgs', 'idi', 'gpps']",[],[],10.1016.j.ymben.2014.11.011,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-SNVBAGLBSA-N
10.1016/j.ymben.2014.11.012,Design of homo-organic acid producing strains using multi-objective optimization,Metabolic Engineering,6.8,W3110,Escherichia coli,Glucose,acetate,g/L,6.0,4.0,37.0,M9,bioreactor,aerobic,,"[del, del]","[pflB, mdh]",[],"['pflb', 'mdh']",[],10.1016.j.ymben.2014.11.012,CC(=O)[O-],QTBSBXVTEAMEQO-UHFFFAOYSA-M
10.1016/j.ymben.2014.12.005,Dynamic knockdown of E. coli central metabolism for redirecting fluxes of primary metabolites,Metabolic Engineering,7.0,BW25113,Escherichia coli,Glucose,myo-inositol,g/L,1.3,0.4,30.0,MOPS,flask,aerobic,1.4,"[integrated,del,oe, aa_snps,integrated,del,regulated, del, del, del, oe,plasmid]","[sspB, pfkA, endA, zwf, pfkB, INO1]",['ino1'],"['sspb', 'pfka', 'enda', 'zwf', 'pfkb']",[],10.1016.j.ymben.2014.12.005,C1(C(C(C(C(C1O)O)O)O)O)O,CDAISMWEOUEBRE-UHFFFAOYSA-N
10.1128/AEM.01419-12,Directed Evolution of Xylose Isomerase for Improved Xylose Catabolism and Fermentation in the Yeast Saccharomyces cerevisiae,Applied and Environmental Microbiology,7.0,BY4741,Saccharomyces cerevisiae,Xylose,ethanol,hr^-1,0.009,0.001,30.0,SC,testtube,microaerobic,,"[aa_snps,codonoptimized,oe,plasmid, del, oe,plasmid]","[xylA, gre3, TAL1]","['xylA', 'TAL1']",['gre3'],[],10.1128.AEM.01419-12,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1016/j.biortech.2014.12.020,Metabolic engineering of Saccharomyces cerevisiae ethanol strains PE-2 and CAT-1 for efficient lignocellulosic fermentation,Bioresource Technology,5.0,CEN.PK.113.5D,Saccharomyces cerevisiae,Xylose,ethanol,,,,30.0,YP,flask,anaerobic,0.47,"[del, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, aa_snps,oe,plasmid,terminated]","[GRE3, TAL1, XKS1, XYL2, XYL1]","['tal1', 'xks1', 'xyl2', 'xyl1']",['gre3'],[],10.1016.j.biortech.2014.12.020,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1126/science.1131969,Engineering Yeast Transcription Machinery for Improved Ethanol Tolerance and Production,Science,,BY4741,Saccharomyces cerevisiae,Glucose,ethanol,,,,30.0,SC,nbflask,anaerobic,0.4,"[aa_snps,oe,plasmid]",[SPT15],['SPT15'],[],[],10.1126.science.1131969,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1016/j.ymben.2014.12.004,Engineering an iterative polyketide pathway in Escherichia coli results in single-form alkene and alkane overproduction,Metabolic Engineering,7.0,BL21(DE3),Escherichia coli,Glucose,,mg/L,140.0,0.0,16.0,M9,,aerobic,,"[codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[sgcE, SgcE10]","['sgce', 'sgce10']",[],[],10.1016.j.ymben.2014.12.004,,
10.1016/j.ymben.2014.12.002,Improvement of catechin production in Escherichia coli through combinatorial metabolic engineering,Metabolic Engineering,7.0,BL21(DE3) Star,Escherichia coli,Glucose,(+)-catechin,mg/L,910.9,0.0,37.0,M9,flask,aerobic,,"[del, del, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[pgi, ppc, flavanone 3-beta-hydroxylase, dihydroflavonol 4-reductase, leucoanthocyanidin reductase]",[],"['pgi', 'ppc']",[],10.1016.j.ymben.2014.12.002,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU-DZGCQCFKSA-N
10.1128/AEM.03797-13,Synthesis of Flavonoid O-Pentosides by Escherichia coli through Engineering of Nucleotide Sugar Pathways and Glycosyltransferase,Applied and Environmental Microbiology,7.0,BL21(DE3),Escherichia coli,Glucose,quercetin 3-O-xyloside,mg/L,160.0,0.0,30.0,M9,nbflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, del, del]","[UXS, ugd, UXE, arnA, None]","['UXS', 'ugd', 'UXE']","['arnA', 'None']",[],10.1128.AEM.03797-13,C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,PZZRDJXEMZMZFD-DUYPVGENSA-N
10.1128/AEM.02920-14,Enhancing Terpene Yield from Sugars via Novel Routes to 1-Deoxy-DXylulose 5-Phosphate,Applied and Environmental Microbiology,7.0,MG1655,Escherichia coli,Glucose,bisabolene,mg/g DCW,8.0,1.0,37.0,EZ-X,nbflask,aerobic,,"[aa_snps,oe,plasmid,protein_fusion, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[ribB, idi, ispA, AgBIS, ispD, ispF]","['ribB', 'idi', 'ispA', 'AgBIS', 'ispD', 'ispF']",[],[],10.1128.AEM.02920-14,CC1=CCC(=C(C)CCC=C(C)C)CC1,XBGUIVFBMBVUEG-CCEZHUSRSA-N
10.1038/ncomms2404,Synthetic RNA devices to expedite the evolution of metabolite-producing microbes,Nature Communications,7.0,W3110,Escherichia coli,Glucose,L-lysine,g/L,0.6,0.0,37.0,M9,nbflask,aerobic,,"[integrated,oe,sensor]",[tetA],['tetA'],[],[],10.1038.ncomms2404,C(CCN)CC(C(=O)O)N,KDXKERNSBIXSRK-YFKPBYRVSA-N
10.1002/biot.201400221,Coenzyme B12 can be produced by engineered Escherichia coli under both anaerobic and aerobic conditions,Biotechnology Journal,7.0,BL21(DE3),Escherichia coli,Amino acids,cyanocob(III)alamin,mg/g DCW,0.65,0.0,37.0,LB,nbflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[cobG, cobW, cobN, cbtA, cbtB, cobE, cobM, tonB, cobO, cobB, cobR, cobH, cobD, cobC, cobQ, cobI, cobJ, cobL, cobF, cobK, chlL, chlD]","['cobG', 'cobW', 'cobN', 'cbtA', 'cbtB', 'cobE', 'cobM', 'tonB', 'cobO', 'cobB', 'cobR', 'cobH', 'cobD', 'cobC', 'cobQ', 'cobI', 'cobJ', 'cobL', 'cobF', 'cobK', 'chlL', 'chlD']",[],[],10.1002.biot.201400221,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],FDJOLVPMNUYSCM-WZHZPDAFSA-L
10.1016/j.ymben.2014.06.004,"Engineering E. coli for the biosynthesis of 3-hydroxy--butyrolactone (3HBL) and 3,4-dihydroxybutyric acid (3,4-DHBA) as value-added chemicals from glucose as a sole carbon source",Metabolic Engineering,7.0,MG1655,Escherichia coli,Glucose,,g/L,0.3,0.0,30.0,M9,flask,aerobic,,"[del, oe,plasmid, oe,plasmid, del, del, del, del, del, del, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[iclR, pct, tesB, None, None, None, None, aceB, gcl, glcB, ghrA, aceA, aceK, bktB, phaB]","['pct', 'tesb', 'acea', 'acek', 'bktb', 'phab']","['iclr', 'aceb', 'gcl', 'glcb']",[],10.1016.j.ymben.2014.06.004,C1C(COC1=O)O,FUDDLSHBRSNCBV-UHFFFAOYSA-N
10.1128/AEM.02966-14,Metabolic Engineering of Escherichia coli for the Synthesis of the Plant Polyphenol Pinosylvin,Applied and Environmental Microbiology,7.0,BL21(DE3),Escherichia coli,Glucose,Pinosylvin,mg/L,91.0,0.0,26.0,YNB,bflask,aerobic,,"[aa_snps,codonoptimized,oe,plasmid, aa_snps,codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[sts2, 4-coumarate-CoA ligase, PAL1]","['sts2', '4-coumarate-CoA ligase', 'PAL1']",[],[],10.1128.AEM.02966-14,C1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O,YCVPRTHEGLPYPB-VOTSOKGWSA-N
10.1002/biot.201300263,Metabolic engineering of Escherichia coli for the production of phenol from glucose,Biotechnology Journal,6.8,BL21(DE3),Escherichia coli,Glucose,phenol,g/L,,0.0,37.0,MR,,aerobic,,"[oe,plasmid, oe,plasmid, aa_snps,oe,plasmid, aa_snps,oe,plasmid, antisense, oe,plasmid]","[aroK, tyrC, aroG, tyrA, csrA, tyrosine phenol-lyase]","['arok', 'tyrc', 'arog', 'tyra']",[],['csrA'],10.1002.biot.201300263,C1=CC=C(C=C1)O,ISWSIDIOOBJBQZ-UHFFFAOYSA-N
10.1007/s12033-013-9721-1,Engineering an Isoprenoid Pathway in Escherichia coli for Production of 2-Methyl-3-buten-2-ol: A Potential Biofuel,Molecular Biotechnology,7.0,BL21(DE3),Escherichia coli,Amino acids,,mM,,0.0,37.0,TB,flask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid,truncated, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[atoB, HMGS, HMG1, Mevalonate Kinase, PhosphoMevalonate Kinase, idi, Mevalonate Diphosphate Decarboxylase, 2-Methyl-3-buten-2-ol synthase]","['hmgs', 'idi']",[],[],10.1007.s12033-013-9721-1,CC(C)(C=C)O,HNVRRHSXBLFLIG-UHFFFAOYSA-N
10.1016/j.procbio.2013.10.002,"Direct bioconversion of d-xylose to 1,2,4-butanetriol in an engineered Escherichia coli",Process Biochemistry,7.0,W3110 (DE3),Escherichia coli,Xylose,,g/L,0.88,0.0,37.0,LB,flask,aerobic,12.82,"[del, del, del, del, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[xylA, xylB, yjhH, yagE, xylose dehydrogenase, mdlC]",['mdlc'],"['xyla', 'xylb', 'yjhh', 'yage']",[],10.1016.j.procbio.2013.10.002,C(CO)C(CO)O,ARXKVVRQIIOZGF-UHFFFAOYSA-N
10.1007/s00449-013-1003-6,Metabolic engineering of Escherichia coli for biosynthesis of D-galactonate,Bioprocess and Biosystem Engineering,7.5,BW25113 (DE3),Escherichia coli,Glucose,D-galactonate,g/L,17.6,0.0,37.0,M9,,aerobic,,"[oe,plasmid, del, del]","[gld, dgoK, galK]",['gld'],"['dgok', 'galk']",[],10.1007.s00449-013-1003-6,C(C(C(C(C(C(=O)[O-])O)O)O)O)O,RGHNJXZEOKUKBD-MGCNEYSASA-M
10.1016/j.ymben.2014.11.001,Potential production platform of n-butanol in Escherichia coli,Metabolic Engineering,7.0,BL21(DE3),Escherichia coli,Glucose,n-butanol,g/L,6.2,0.0,37.0,M9,bioreactor,aerobic,92.0,"[integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe, del]","[acs, adhE2, atoD, atoA, atoB, atoE, adhE]","['acs', 'adhe2', 'atod']",['adhe'],[],10.1016.j.ymben.2014.11.001,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N
10.1128/AEM.02046-08,Directed Evolution of Methanococcus jannaschii Citramalate Synthase for Biosynthesis of 1-Propanol and 1-Butanol by Escherichia coli,Applied and Environmental Microbiology,7.0,BW25113,Escherichia coli,Glucose,1-propanol,mg/L,2440.0,302.0,30.0,M9,nbflask,microaerobic,,"[del, del, del, oe,plasmid, oe,plasmid, aa_snps,oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[ilvI, None, ilvB, kivD, ADH2, cimA, leuA, leuB, leuC, leuD]","['kivD', 'ADH2', 'cimA', 'leuA', 'leuB', 'leuC', 'leuD']","['ilvI', 'None', 'ilvB']",[],10.1128.AEM.02046-08,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N
10.1016/S1096-7176(03)00046-6,Genetic engineering of Escherichia coli for production of tetrahydrobiopterin,Metabolic Engineering,,K-12,Escherichia coli,Glycerol,,g/L,4.0,0.0,37.0,M9,,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[guaA, guaB, mtrA, 6-pyruvoyl-tetrahydropterin synthase, sepiapterin reductase]","['guaa', 'guab', 'mtra']",[],[],10.1016.S1096-7176(03)00046-6,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,FNKQXYHWGSIFBK-BYAPIUGTSA-N
