paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,parent strain_x,knock out gene_x,overexpress gene_x,heterologous gene_x,parent strain_y,knock out gene_y,overexpress gene_y,heterologous gene_y,knockout gene
p170,10.1002.bit.24993,ald3ΔARO9ARO10,,2-PE (2-phenylethanol),514.2 mg/L,SC + L-Phe,Glucose,20 g/L,"250 ml shake flask, batch",Not specified,84 h,30°C,,,,,ald3Δ,ALD3,"ARO9, ARO10",,ald3Δ,ALD3,ARO10;ARO9,,
p170,10.1002.bit.24993,ald3ΔARO9ARO10ARO80,,2-PE (2-phenylethanol),619.6 mg/L,SC + L-Phe,Glucose,20 g/L,"250 ml shake flask, batch",Not specified,84 h,30°C,,,,,ald3Δ,ALD3,"ARO9, ARO10, ARO80",,ald3Δ,ALD3,ARO10;ARO80;ARO9,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p171,10.1002.bit.25356,wt-E,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),0 mg/L (not detected),minimal selective medium with ura⁺ marker,galactose,2% (wt/vol),shake flask,not specified,stationary phase (~40 h),30°C,,,,,S. cerevisiae wild type BY4741,none,none,none,BY4741,,,,
p171,10.1002.bit.25356,wt-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),"26 mg/L (intracellular), 2.2 mg/L (extracellular)",minimal selective medium with ura⁺ marker,galactose,2% (wt/vol),shake flask,not specified,stationary phase (~40 h),30°C,,,,,S. cerevisiae wild type BY4741,none,FAR,"FAR (from birds, JN638549)",BY4741,,FAR,FAR (birds),
p171,10.1002.bit.25356,Ddga-E,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),0 mg/L (not detected),minimal selective medium with ura⁺ marker,galactose,2% (wt/vol),shake flask,not specified,stationary phase (~40 h),30°C,,,,,Ddga1 strain,dga1,none,none,BY4741,Dga1,,,
p171,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),"45 mg/L (intracellular), 4.3 mg/L (extracellular)",minimal selective medium with ura⁺ marker,galactose,2% (wt/vol),shake flask,not specified,stationary phase (~40 h),30°C,,,,,Ddga1 strain,dga1,FAR,"FAR (from birds, JN638549)",BY4741,Dga1,FAR,FAR (birds),
p171,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),"84 mg/L (intracellular), 14 mg/L (extracellular)","optimized medium: yeast nitrogen base (1.7 g/L), ura dropout amino acid (0.77 g/L), raffinose (1%), galactose (6%), ammonium sulfate (0.1 g/L)",galactose + raffinose,"6% (wt/vol) galactose, 1% (wt/vol) raffinose",shake flask,not specified,stationary phase (~40 h),30°C,,,,,Ddga1 strain,dga1,FAR,"FAR (from birds, JN638549)",BY4741,Dga1,FAR,FAR (birds),
,,,,,,,,,,,,,,,,,,,,,,,,,
p172,10.1186.1475-2859-11-117,SCIGS28,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0013 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,CEN.PK113-5D,-,tHMG1,SanSyn opt,CEN.PK113-5D,,SanSyn;SanSyn opt;tHMG1,,
p172,10.1186.1475-2859-11-117,SCIGS29,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0039 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,lpp1Δ,P HXT1-ERG9,"SanSyn opt, tHMG1",,ERG9,HXT1,,
p172,10.1186.1475-2859-11-117,SCIGS30,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0039 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,"lpp1Δ, dpp1Δ",-,"SanSyn opt, tHMG1",SCIGS29,ERG9,HXT1,,
p172,10.1186.1475-2859-11-117,SCIGS31,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0013 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,gdh1Δ,-,"SanSyn opt, tHMG1",SCICK16,GDH1,,,
p172,10.1186.1475-2859-11-117,SCIGS24,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0052 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,gdh1Δ,"ERG20↑, GDH2↑","SanSyn opt, tHMG1",SCIGS03,GDH1,ERG20;GDH2,,
p172,10.1186.1475-2859-11-117,SCIGS25,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0046 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,gdh1Δ,"upc2-1↑, tHMG1↑","SanSyn opt, tHMG1",SCIGS03,GDH1,tHMG1;upc2-1,,
p172,10.1186.1475-2859-11-117,SCIGS28,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0013 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,CEN.PK113-5D,-,tHMG1,SanSyn opt,CEN.PK113-5D,,SanSyn;SanSyn opt;tHMG1,,
p172,10.1186.1475-2859-11-117,SCIGS29,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0039 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,lpp1Δ,P HXT1-ERG9,"SanSyn opt, tHMG1",,ERG9,HXT1,,
p172,10.1186.1475-2859-11-117,SCIGS30,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0039 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,"lpp1Δ, dpp1Δ",-,"SanSyn opt, tHMG1",SCIGS29,ERG9,HXT1,,
p172,10.1186.1475-2859-11-117,SCIGS31,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0013 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,gdh1Δ,-,"SanSyn opt, tHMG1",SCICK16,GDH1,,,
p172,10.1186.1475-2859-11-117,SCIGS24,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0052 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,gdh1Δ,"ERG20↑, GDH2↑","SanSyn opt, tHMG1",SCIGS03,GDH1,ERG20;GDH2,,
p172,10.1186.1475-2859-11-117,SCIGS25,Saccharomyces cerevisiae,α-santalene (alpha-santalene),0.0046 Cmmol (Cmmol glucose)-1,mineral salts medium,glucose,10 g/l,"1.0 L stirrer pro vessel, continuous chemostat",5.0,steady state (≥5 residence times),30°C,,,,,SCIGS28,gdh1Δ,"upc2-1↑, tHMG1↑","SanSyn opt, tHMG1",SCIGS03,GDH1,tHMG1;upc2-1,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p173,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),>100 mg/l,defined minimal medium,glucose,20 g/l,"2 L bioreactor, batch",5,90 h,30°C,,,,,VAN286,-,-,UGT72E2 (from Arabidopsis thaliana),VAN286,,UGT72E2,,
p173,10.1186.1475-2859-9-84,VG1,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),9.8 mg/gglc,defined minimal medium,glucose,20 g/l,"2 L bioreactor, batch",5,90 h,30°C,,,,,VG0,GDH1,-,UGT72E2 (from Arabidopsis thaliana),VG0,gdh1,UGT72E2,,
p173,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),15.3 mg/gglc,defined minimal medium,glucose,20 g/l,"2 L bioreactor, batch",5,90 h,30°C,,,,,VG0,PDC1,-,UGT72E2 (from Arabidopsis thaliana),VG0,pdc1,UGT72E2,,
p173,10.1186.1475-2859-9-84,VG3,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),15.3 mg/gglc,defined minimal medium,glucose,20 g/l,"2 L bioreactor, batch",5,90 h,30°C,,,,,VG0,"PDC1, GDH1",-,UGT72E2 (from Arabidopsis thaliana),VG2,gdh1;pdc1,UGT72E2,,
p173,10.1186.1475-2859-9-84,VG4,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),15.3 mg/gglc,defined minimal medium,glucose,20 g/l,"2 L bioreactor, batch",5,90 h,30°C,,,,,VG0,"PDC1, GDH1",GDH2,UGT72E2 (from Arabidopsis thaliana),VG3,gdh1;pdc1,GDH2;UGT72E2,,
p173,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),15 mg/gglc,defined minimal medium,glucose,20 g/l,"1.5 L bioreactor, continuous (dilution rate 0.1 h⁻¹)",5,steady state (>5 residence times),30°C,,,,,VAN286,-,-,UGT72E2 (from Arabidopsis thaliana),VAN286,,UGT72E2,,
p173,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),32 mg/gglc,defined minimal medium,glucose,20 g/l,"1.5 L bioreactor, continuous (dilution rate 0.1 h⁻¹)",5,steady state (>5 residence times),30°C,,,,,VG0,PDC1,-,UGT72E2 (from Arabidopsis thaliana),VG0,pdc1,UGT72E2,,
p173,10.1186.1475-2859-9-84,VG4,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),15 mg/gglc,defined minimal medium,glucose,20 g/l,"1.5 L bioreactor, continuous (dilution rate 0.1 h⁻¹)",5,steady state (>5 residence times),30°C,,,,,VG0,"PDC1, GDH1",GDH2,UGT72E2 (from Arabidopsis thaliana),VG3,gdh1;pdc1,GDH2;UGT72E2,,
p173,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),15 mg/gglc,defined minimal medium,glucose,20 g/l,"1.5 L bioreactor, continuous (dilution rate 0.015 h⁻¹)",5,steady state (>5 residence times),30°C,,,,,VG0,-,-,UGT72E2 (from Arabidopsis thaliana),VAN286,,UGT72E2,,
p173,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,vanillin β-D-glucoside (VG) (vanillin beta-D-glucoside),32 mg/gglc,defined minimal medium,glucose,20 g/l,"1.5 L bioreactor, continuous (dilution rate 0.015 h⁻¹)",5,steady state (>5 residence times),30°C,,,,,VG0,PDC1,-,UGT72E2 (from Arabidopsis thaliana),VG0,pdc1,UGT72E2,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p174,10.1186.s12934-015-0252-2,TY920,Saccharomyces cerevisiae,coumarate (coumaric acid),>2-fold increase vs. TY757,YNB with 2% (w/v) glucose,glucose,2% (w/v),shake-flask,not specified,48 h,30 °C,,,,,S. cerevisiae CEN.PK,ARO10,"ARO4 FBR, TAL",TAL,CEN.PK,ARO3;ARO4,ARO4;ARO4 FBR;FBR;TAL,,
p174,10.1186.s12934-015-0252-2,TY985,Saccharomyces cerevisiae,coumarate (coumaric acid),up to 10-fold increase vs. TY757,YNB with 2% (w/v) glucose,glucose,2% (w/v),shake-flask,not specified,48 h,30 °C,,,,,S. cerevisiae CEN.PK,ARO10,"ARO4 FBR, ARO1",ARO1,TY920,ARO1;ARO10;ARO3;ARO4,ARO1;ARO4;ARO4 FBR;FBR;TAL,,
p174,10.1186.s12934-015-0252-2,TY952,Saccharomyces cerevisiae,coumarate (coumaric acid),up to 10-fold increase vs. TY757,YNB with 2% (w/v) glucose,glucose,2% (w/v),shake-flask,not specified,48 h,30 °C,,,,,S. cerevisiae CEN.PK,ARO10,"ARO4 FBR, ARO7 FBR",ARO7 FBR,TY920,ARO1;ARO10;ARO3;ARO4,ARO4;ARO4 FBR;ARO7;ARO7 FBR;FBR;TAL,,
p174,10.1186.s12934-015-0252-2,TY1018,Saccharomyces cerevisiae,coumarate (coumaric acid),up to 10-fold increase vs. TY757,YNB with 2% (w/v) glucose,glucose,2% (w/v),shake-flask,not specified,48 h,30 °C,,,,,S. cerevisiae CEN.PK,ARO10,"ARO4 FBR, TYR1",TYR1,CEN.PK,,ARO1;ARO4;ARO4 FBR;FBR;TAL,,
p174,10.1186.s12934-015-0252-2,TY954,Saccharomyces cerevisiae,coumarate (coumaric acid),up to 10-fold increase vs. TY757,YNB with 2% (w/v) glucose,glucose,2% (w/v),shake-flask,not specified,48 h,30 °C,,,,,S. cerevisiae CEN.PK,ARO10,"ARO4 FBR, TYRC",TYRC,TY920,ARO1;ARO10;ARO3;ARO4,ARO4;ARO4 FBR;FBR;TAL;TYRC,,
p174,10.1186.s12934-015-0252-2,TY1040,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),395 μmol/g DCW,YNB with 2% (w/v) glucose + methionine,glucose,2% (w/v),shake-flask,not specified,12 h (peak),30 °C,,,,,S. cerevisiae CEN.PK,ZWF1,"ARO4 FBR, TYR1",none,CEN.PK,ZWF1,TYR1,,
p174,10.1186.s12934-015-0252-2,TY1041,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),520 μmol/g DCW,YNB with 2% (w/v) glucose + methionine,glucose,2% (w/v),shake-flask,not specified,12 h (peak),30 °C,,,,,S. cerevisiae CEN.PK,ZWF1,"ARO4 FBR, TYRC",none,CEN.PK,ZWF1,TYRC,,
p174,10.1186.s12934-015-0252-2,TY1032,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),lower than TY1041,YNB with 2% (w/v) glucose + methionine,glucose,2% (w/v),shake-flask,not specified,48 h,30 °C,,,,,S. cerevisiae CEN.PK,"ZWF1, CDC19 T21E","ARO4 FBR, TYR1",none,CEN.PK,CDC19;ZWF1,TYR1,,
p174,10.1186.s12934-015-0252-2,TY1031,Saccharomyces cerevisiae,L-tyrosine (L-tyrosine),lower than TY1041,YNB with 2% (w/v) glucose + methionine,glucose,2% (w/v),shake-flask,not specified,48 h,30 °C,,,,,S. cerevisiae CEN.PK,"ZWF1, CDC19 T21E","ARO4 FBR, TYRC",none,CEN.PK,CDC19;ZWF1,TYRC,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p175,10.1186.s13068-015-0281-4,BR + 5 g,Saccharomyces cerevisiae,n-butanol (n-butanol),<10 mg/L,YPD,glucose,2%,semi-anaerobic 50 ml vials,not specified,21 days,30 °C,,,,,GCD1-P180 (BR),none,none,"Ter, Cct, Adhe2, Bcd, Hbd (from Clostridium beijerinckii)",BR,,,Adhe2 (Clostridium Beijerinckii);Bcd (Clostridium Beijerinckii);Cct (Clostridium Beijerinckii);Hbd (Clostridium Beijerinckii);Ter (Treponema denticola),
p175,10.1186.s13068-015-0281-4,BR adh1Δ +5 g,Saccharomyces cerevisiae,n-butanol (n-butanol),~150 mg/L,YPD,glucose,2%,semi-anaerobic 50 ml vials,not specified,21 days,30 °C,,,,,GCD1-P180 (BR),ADH1,none,"Ter, Cct, Adhe2, Bcd, Hbd (from Clostridium beijerinckii)",BR + 5 g,ADH;ADH1,,Adhe2 (Clostridium Beijerinckii);Bcd (Clostridium Beijerinckii);Cct (Clostridium Beijerinckii);Hbd (Clostridium Beijerinckii);Ter (Treponema denticola),
p175,10.1186.s13068-015-0281-4,BR adh1Δ +5gT,Saccharomyces cerevisiae,n-butanol (n-butanol),~150 mg/L,YPD,glucose,2%,semi-anaerobic 50 ml vials,not specified,21 days,30 °C,,,,,GCD1-P180 (BR),ADH1,none,"Ter (from T. denticola), Cct, Adhe2, Bcd, Hbd (from Clostridium beijerinckii)",BR adh1Δ +5 g,ADH;ADH1,,Adhe2 (Clostridium Beijerinckii);Bcd (Clostridium Beijerinckii);Cct (Clostridium Beijerinckii);Hbd (Clostridium Beijerinckii);Ter (Treponema denticola),
,,,,,,,,,,,,,,,,,,,,,,,,,
p176,10.1006.mben.1999.0140,TN1 (wild type),Saccharomyces cerevisiae,ethanol (ethanol),not specified,"minimal medium (Verduyn et al., 1990)",glucose,25 g/L,"in-house-manufactured bioreactors, batch",5.00,not specified,30°C,S. cerevisiae TN1 (MAT: ho-2),none,none,none,,,,,,,,,
p176,10.1006.mben.1999.0140,TN9 (gdh1-21::URA3),Saccharomyces cerevisiae,ethanol (ethanol),increased by 8%,"minimal medium (Verduyn et al., 1990)",glucose,25 g/L,"in-house-manufactured bioreactors, batch",5.00,not specified,30°C,TN2 (MAT: ho-21 ura3-220::SUC2),GDH1,none,none,,,,,,,,,
p176,10.1006.mben.1999.0140,TN15 (gdh1-21::URA3 gln1::(G418r-PGK1p-GLN1)),Saccharomyces cerevisiae,ethanol (ethanol),no significant change vs TN9,"minimal medium (Verduyn et al., 1990)",glucose,25 g/L,"in-house-manufactured bioreactors, batch",5.00,not specified,30°C,TN9,GDH1,GLN1,none,,,,,,,,,
p176,10.1006.mben.1999.0140,TN17 (gdh1-21::URA3 glt1::(G418r-PGK1p-GLT1)),Saccharomyces cerevisiae,ethanol (ethanol),small increase vs TN9,"minimal medium (Verduyn et al., 1990)",glucose,25 g/L,"in-house-manufactured bioreactors, batch",5.00,not specified,30°C,TN9,GDH1,GLT1,none,,,,,,,,,
p176,10.1006.mben.1999.0140,TN19 (gdh1-21::URA3 glt1::(PGK1p-GLT1) gln1::(G418r-PGK1p-GLN1)),Saccharomyces cerevisiae,ethanol (ethanol),100% higher than wild type,"minimal medium (Verduyn et al., 1990)",glucose,25 g/L,"in-house-manufactured bioreactors, batch",5.00,not specified,30°C,TN9,GDH1,"GLT1, GLN1",none,,,,,,,,,
p176,10.1006.mben.1999.0140,TN22 (gdh1-21::URA3 gdh2::(G418r-PGK1p-GDH2)),Saccharomyces cerevisiae,ethanol (ethanol),increased but significantly lower than TN9–TN19,"minimal medium (Verduyn et al., 1990)",glucose,25 g/L,"in-house-manufactured bioreactors, batch",5.00,not specified,30°C,TN9,GDH1,GDH2,none,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p177,10.1016.j.jbiotec.2013.10.017,JN01,Saccharomyces cerevisiae,geraniol (geraniol),0 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,-,-,-,-,CEN.PK2-1C,,,,
p177,10.1016.j.jbiotec.2013.10.017,JN02,Saccharomyces cerevisiae,geraniol (geraniol),0.52 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN01,-,-,GES1,CEN.PK2-1C,,GES1,,
p177,10.1016.j.jbiotec.2013.10.017,JN03,Saccharomyces cerevisiae,geraniol (geraniol),0.73 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN02,-,coGES1,coGES1,CEN.PK2-1C,,GES1;coGES1,,
p177,10.1016.j.jbiotec.2013.10.017,JN04,Saccharomyces cerevisiae,geraniol (geraniol),0.92 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN03,-,coGES1 (integrated),coGES1,JN02,,GES1;coGES1,,
p177,10.1016.j.jbiotec.2013.10.017,JN05,Saccharomyces cerevisiae,geraniol (geraniol),1.57 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN04,-,tHMG1,-,JN04,,GES1;coGES1;tHMG1,,
p177,10.1016.j.jbiotec.2013.10.017,JN06,Saccharomyces cerevisiae,geraniol (geraniol),1.62 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN04,-,IDI1 (multi-copy plasmid),-,JN04,,GES1;IDI1;coGES1,,
p177,10.1016.j.jbiotec.2013.10.017,JN07,Saccharomyces cerevisiae,geraniol (geraniol),0.98 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN04,-,IDI1 (genomic integration),-,JN04,,GES1;IDI1;coGES1,,
p177,10.1016.j.jbiotec.2013.10.017,JN08,Saccharomyces cerevisiae,geraniol (geraniol),6.77 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN04,-,"tHMG1, IDI1",-,JN04,,GES1;IDI1;coGES1;tHMG1,,
p177,10.1016.j.jbiotec.2013.10.017,JN09,Saccharomyces cerevisiae,geraniol (geraniol),13.67 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN08,-,"MAF1, IDI1",-,JN08,,GES1;IDI1;MAF1;coGES1;tHMG1,,
p177,10.1016.j.jbiotec.2013.10.017,JN10,Saccharomyces cerevisiae,geraniol (geraniol),36.04 mg L⁻¹,YNB,glucose,2%,"500-mL flask, batch",not specified,48 h,30 °C,,,,,JN09,-,"ERG20 K197G, MAF1, IDI1",-,JN09,,ERG20;ERG20 K197G;GES1;IDI1;MAF1;coGES1;tHMG1,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p178,10.1016.j.ymben.2007.03.002,CEN.PK2 (wild type),Saccharomyces cerevisiae,glycerol (glycerol),0.0207 g/g glucose,SD,glucose,20 g/L,shake flask,5.0,24 h,30°C,CEN.PK2,-,-,-,,,,,,,,,
p178,10.1016.j.ymben.2007.03.002,HC13 (GPD1-overexpressing),Saccharomyces cerevisiae,glycerol (glycerol),0.20 g/g glucose,SD,glucose,20 g/L,shake flask,5.0,24 h,30°C,CEN.PK2,-,GPD1,-,,,,,,,,,
p178,10.1016.j.ymben.2007.03.002,tpi1Δ GPD1-overexpressing (HC16),Saccharomyces cerevisiae,glycerol (glycerol),0.36 g/g glucose,SD,glucose,20 g/L,shake flask,5.0,24 h,30°C,CEN.PK2,TPI1,GPD1,-,,,,,,,,,
p178,10.1016.j.ymben.2007.03.002,adh1Δ,Saccharomyces cerevisiae,glycerol (glycerol),~0.20 g/g glucose,SD,glucose,20 g/L,shake flask,5.0,24 h,30°C,CEN.PK2,ADH1,-,-,,,,,,,,,
p178,10.1016.j.ymben.2007.03.002,HC30 (tpi1Δ GPD1-overexpressing adh1Δ ALD3-overexpressing),Saccharomyces cerevisiae,glycerol (glycerol),0.46 g/g glucose,SD,glucose,20 g/L,batch bioreactor,5.0,24-30 h,30°C,CEN.PK2,"TPI1, ADH1","GPD1, ALD3",-,,,,,,,,,
p178,10.1016.j.ymben.2007.03.002,HC42 (tpi1Δ adh1Δ GPD1-overexpressing ALD3-overexpressing),Saccharomyces cerevisiae,glycerol (glycerol),0.46 g/g glucose,SD,glucose,20 g/L,batch bioreactor,5.0,24-30 h,30°C,CEN.PK2,"TPI1, ADH1","GPD1, ALD3",-,,,,,,,,,
p178,10.1016.j.ymben.2007.03.002,FM62 (HC42 + FPS1 overexpression),Saccharomyces cerevisiae,glycerol (glycerol),0.46 g/g glucose (10% increase in productivity),SD,glucose,20 g/L,batch bioreactor,5.0,24-30 h,30°C,HC42,-,FPS1,-,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p179,10.1016.j.ymben.2007.11.001,T 73 -4-pG1-URA (YR65),Saccharomyces cerevisiae,linalool (linalool),not detected,YPD,glucose,2%,"500 ml flask, batch",not specified,58 h,30 °C,,,,,S. cerevisiae T 73 -4,none,none,none,T 73 -4,,,URA3 (Saccharomyces cerevisiae),
p179,10.1016.j.ymben.2007.11.001,T 73 -4-pG1-Lis-URA (YR64),Saccharomyces cerevisiae,linalool (linalool),~77 mg/L (peak at 11 h),YPD,glucose,2%,"500 ml flask, batch",not specified,58 h,30 °C,,,,,S. cerevisiae T 73 -4,none,none,C. breweri LIS (S-linalool synthase),T 73 -4,,LIS,LIS (C. breweri),
p179,10.1016.j.ymben.2007.11.001,T 73 -4-pG1-Lis-URA (YR64),Saccharomyces cerevisiae,linalool (linalool),~26 mg/L (peak at 2 days),Parellada white grape must,natural grape sugars,variable (sterilized must),"250 ml glass bottle, batch",not specified,8 days,18 °C,,,,,S. cerevisiae T 73 -4,none,none,C. breweri LIS (S-linalool synthase),T 73 -4,,LIS,LIS (C. breweri),
p179,10.1016.j.ymben.2007.11.001,T 73 -4-pG1-URA (YR65),Saccharomyces cerevisiae,linalool (linalool),not detected,Parellada white grape must,natural grape sugars,variable (sterilized must),"250 ml glass bottle, batch",not specified,8 days,18 °C,,,,,S. cerevisiae T 73 -4,none,none,none,T 73 -4,,,URA3 (Saccharomyces cerevisiae),
,,,,,,,,,,,,,,,,,,,,,,,,,
p180,10.1016.j.ymben.2008.03.001,CEN5,Saccharomyces cerevisiae,"taxadiene (taxa-4(5),11(12)-diene)",20.47 ± 1.0 mg/l,SC minimal medium,glucose,2% w/v,"500 ml baffled Erlenmeyer flask, batch",not specified,48 h,28°C,,,,,CEN.PK2-1C,none,"T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase","T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase",CEN.PK2-1C,,HMG-CoA reductase;T. chinensis geranylgeranyl diphosphate synthase;T. chinensis taxadiene synthase;geranylgeranyl diphosphate synthase;tHMG-CoA reductase;taxadiene synthase,T. chinensis geranylgeranyl diphosphate synthase (Taxus chinensis);T. chinensis taxadiene synthase (Taxus chinensis);geranylgeranyl diphosphate synthase (Taxus chinensis);taxadiene synthase (Taxus chinensis),
p180,10.1016.j.ymben.2008.03.001,CEN6,Saccharomyces cerevisiae,"taxadiene (taxa-4(5),11(12)-diene)",30.67 ± 3.0 mg/l,SC minimal medium,glucose,2% w/v,"500 ml baffled Erlenmeyer flask, batch",not specified,48 h,28°C,,,,,CEN.PK2-1C,none,"T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase, truncated HMG-CoA reductase (tHMG1)","T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase, tHMG1",CEN.PK2-1C,,HMG-CoA reductase;T. chinensis taxadiene synthase;tHMG-CoA reductase;taxadiene synthase,T. chinensis taxadiene synthase (Taxus chinensis);taxadiene synthase (Taxus chinensis),
