identifier,doi,strain names,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p179,10.1016.j.jbiotec.2013.10.017,JN07,Geraniol,0.98 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN04,,IDI1,
p179,10.1016.j.jbiotec.2013.10.017,JN08,Geraniol,6.77 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN04,,"tHMG1, IDI1",
p179,10.1016.j.jbiotec.2013.10.017,JN09,Geraniol,13.66 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN08,,"MAF1, IDI1, tHMG1",
p179,10.1016.j.jbiotec.2013.10.017,JN10,Geraniol,36.04 mg L^-1,YNB,Glucose,2%,"250-mL and 500-mL flask, batch",Not specified,"24 h initial, 48 h main",30°C,JN09,,"ERG20 K197G, MAF1, IDI1, tHMG1",
p180,10.1016.j.ymben.2007.03.002,Wild type (CEN.PK2),Glycerol,2.07% of the glucose consumed,"SD, YPD, MO",Glucose,20 g/L,"Shake flasks and bioreactors, aerobic batch cultures",5.0,-,30°C,CEN.PK2,-,-,-
p180,10.1016.j.ymben.2007.03.002,GPD1-overexpressing strain (HC13),Glycerol,10-fold higher than wild type,SD,Glucose,20 g/L,Not specified,5.0,-,30°C,CEN.PK2,-,GPD1,-
p180,10.1016.j.ymben.2007.03.002,tpi1Δ GPD1-overexpressing strain (HC16),Glycerol,0.36 g/g glucose,SD,Glucose,20 g/L,Controlled batch reactor,5.0,-,30°C,CEN.PK2,TPI1,GPD1,-
p180,10.1016.j.ymben.2007.03.002,adh1Δ strain (HC17),Glycerol,Comparable to GPD1 overexpressing,SD,Glucose,20 g/L,Shake flasks,5.0,-,30°C,CEN.PK2,ADH1,-,-
p180,10.1016.j.ymben.2007.03.002,tpi1Δ GPD1-overexpressing adh1Δ strain (HC32),Glycerol,0.46 g/g glucose,SD,Glucose,20 g/L,Controlled batch reactor,5.0,-,30°C,CEN.PK2,"TPI1, ADH1",GPD1,-
p180,10.1016.j.ymben.2007.03.002,HC42 (tpi1Δ adh1Δ GPD1 ALD3-overexpressing),Glycerol,0.46 g/g glucose; 3.1 mmol/g DM*h,SD,Glucose,20 g/L,Controlled batch reactor,5.0,-,30°C,CEN.PK2,"TPI1, ADH1","GPD1, ALD3",-
p180,10.1016.j.ymben.2007.03.002,FM62 (HC42 + FPS1 overexpressing),Glycerol,10% increase in productivity over HC42,SD,Glucose,20 g/L,Not specified,5.0,-,30°C,CEN.PK2,"TPI1, ADH1","GPD1, ALD3, FPS1",-
p181,10.1016.j.ymben.2007.11.001,"YR63, YR64",Linalool,"~$77 mg/L (YPD medium), ~$26 mg/L (wine must)","YPD medium, wine must",Glucose,2%,"500 ml flasks (YPD), 225 ml glass bottles (wine must)",Not specified,"58h (YPD), 8 days (wine must)","30°C (YPD), 18°C (wine must)",S. cerevisiae T73,ura3::470,LIS (S-linalool synthase),Claria breweri S-linalool synthase gene
p182,10.1016.j.ymben.2008.03.001,CEN7,Taxadiene,30671 mg/l,"SC, YPD",Glucose,2%,Baffled Erlenmeyer,,48h,28°C,CEN.PK2-1C,,"tHMG-CoA reductase, UPC2-1","T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase"
p182,10.1016.j.ymben.2008.03.001,CEN8,Taxadiene,32073 mg/l,"SC, YPD",Glucose,2%,Baffled Erlenmeyer,,48h,28°C,CEN.PK2-1C,,"tHMG-CoA reductase, UPC2-1","T. chinensis taxadiene synthase, S. acidocaldarius geranylgeranyl diphosphate synthase"
p182,10.1016.j.ymben.2008.03.001,CEN9,Taxadiene,228715 mg/l,"SC, YPD",Glucose,2%,Baffled Erlenmeyer,,48h,28°C,CEN.PK2-1C,,"tHMG-CoA reductase, UPC2-1 (codon optimized)","Codon optimized T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase"
p182,10.1016.j.ymben.2008.03.001,CEN10,Taxadiene,8.770.85 mg/l,"SC, YPD",Glucose,2%,Baffled Erlenmeyer,,48h,28°C,CEN.PK2-1C,,"tHMG-CoA reductase, UPC2-1 (codon optimized)","Codon optimized T. chinensis taxadiene synthase, S. acidocaldarius geranylgeranyl diphosphate synthase"
p183,10.1016.j.ymben.2008.06.006,w303-1A,ethylene,"240 mg/l h (peak), 420 mg/l h (peak with glutamate)",minimal medium YNB w/o amino acids and ammonium sulphate,glucose,10 g/l,"shake flasks, well-controlled bioreactors",5.0,,30°C,w303-1A,ura3-1,,ethylene forming enzyme (EFE) from Pseudomonas syringae
p184,10.1038.nbt.2509,JAy153,"isobutanol, isopentanol, 2-methyl-1-butanol",486 mg/l (isobutanol),minimal,glucose,"10%, 20%","conical tubes, semi-aerobic",,24 h,30°C,JAy1,ura3Δ0,"ILV2, ILV3, ILV5, Ll-kivd, Sc-adh7",
p184,10.1038.nbt.2509,JAy161,"isobutanol, isopentanol, 2-methyl-1-butanol",491 mg/l (isobutanol),minimal,glucose,"10%, 20%","conical tubes, semi-aerobic",,24 h,30°C,JAy1,ura3Δ0,"ILV2, ILV3, ILV5, Ll-kivd, Sc-adh7",
p184,10.1038.nbt.2509,JAy2 (control),background,28 mg/l (isobutanol),minimal,glucose,"10%, 20%","conical tubes, semi-aerobic",,24 h,30°C,JAy1,ura3Δ0,,
p184,10.1038.nbt.2509,JAy38,isobutanol,136 mg/l (isobutanol),minimal,glucose,"10%, 20%","conical tubes, semi-aerobic",,24 h,30°C,JAy1,ura3Δ0,"ILV2, ILV3, ILV5",
p184,10.1038.nbt.2509,"JAy49, JAy51","isopentanol, isobutanol, 2-methyl-1-butanol",244 mg/l (isobutanol),minimal,glucose,"10%, 20%","conical tubes, semi-aerobic",,24 h,30°C,JAy1,ura3Δ0,"ILV2, ILV3, ILV5, α-KDC",
p184,10.1038.nbt.2509,JAy166,isobutanol,151 mg/l (isobutanol),minimal,glucose,"10%, 20%","conical tubes, semi-aerobic",,24 h,30°C,JAy1,ura3Δ0,"ILV2, ILV3, ILV5, α-KDC, ADH",
p187,10.1016.S1567-1356(03)00157-0,FY23,resveratrol,up to 291 ng/200 ml,SCDL,p-coumaric acid,10 mg/l,200 ml culture,-,48 h,30°C,S. cerevisiae FY23,none,"4CL216, vst1","coenzyme-A ligase (4CL216), resveratrol synthase (vst1)"
p188,10.1016.j.biortech.2014.12.020,MEC1121,Ethanol,11.61 g/L,YP,Glucose + Xylose,17 g/L Glucose + 17 g/L Xylose,"Erlenmeyer flask, batch",5,48h,30°C,PE-2,GRE3,"SsXYL1, SsXYL2, ScXKS1, ScTAL1",-
p188,10.1016.j.biortech.2014.12.020,MEC1133,Ethanol,25.5 g/L,SSCF/ Corn cob hydrolysate,Glucose + Xylose,Not specified,"Erlenmeyer flask, SSCF",Not specified,48h,30°C,MEC1121,GRE3,"SsXYL1, SsXYL2, ScXKS1, ScTAL1",-
p189,10.1016.j.ymben.2011.05.001,M208,valencene,38 μg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,W303-1A,—,—,CsTPS1
p189,10.1016.j.ymben.2011.05.001,W303-1A,valencene,19 μg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,W303-1A,bts1Δ,tHMG,CsTPS1
p189,10.1016.j.ymben.2011.05.001,W303-1A,valencene,34 μg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,W303-1A,"dpp1Δ, lpp1Δ",tHMG,CsTPS1
p189,10.1016.j.ymben.2011.05.001,W303-1A,valencene,150 μg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,W303-1A,—,"tHMG, AtFDPS",CsTPS1
p189,10.1016.j.ymben.2011.05.001,W303-1A,valencene,150 μg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,W303-1A,—,"tHMG, HsFDPS",CsTPS1
p189,10.1016.j.ymben.2011.05.001,BDXe,valencene,370 μg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,BDX,—,"tHMG, AtFDPS",CsTPS1
p189,10.1016.j.ymben.2011.05.001,BDXe,valencene,1.5 mg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,BDX,—,"tHMG, mtFDPS","mtCsTPS1, CsTPS1"
p189,10.1016.j.ymben.2011.05.001,BDXe,amorphadiene,20 mg/l,YPD,glucose,2% (w/v),"5 ml test tubes, overlaid with dodecane",—,144h,—,BDX,—,"tHMG, mtFDPS","mtADS, ADS"
p191,10.1016.j.ymben.2013.01.003,Δidh1-acl,fatty acids,"80% increase in C16:1, 60% increase in C18:1",YNBD-URA,glucose,2%,shake flasks,,,30°C,S. cerevisiae BY4741,idh1,acl,mus musculus
p191,10.1016.j.ymben.2013.01.003,Δidh2-acl,fatty acids,"60% increase in C16:1, 45% increase in C18:1",YNBD-URA,glucose,2%,shake flasks,,,30°C,S. cerevisiae BY4741,idh2,acl,mus musculus
p191,10.1016.j.ymben.2013.01.003,Δidh1/2-acl,fatty acids,"92% increase in C16:1, 77% increase in C18:1",YNBD-URA,glucose,2%,shake flasks,,,30°C,S. cerevisiae BY4741,"idh1, idh2",acl,mus musculus
p192,10.1016.j.ymben.2013.10.004,ZD-PPD-000,Protopanaxadiol,0.05 mg/g DCW,YPD,glucose,2%,-,-,6 days,30°C,BY4742,-,-,"PgDDS, PgPPDS, AtCPR1"
p192,10.1016.j.ymben.2013.10.004,ZD-PPD-010,Protopanaxadiol,4.49 mg/g DCW,YPD,glucose,2%,-,-,6 days,30°C,ZD-PPD-000,-,tHMG1,-
p192,10.1016.j.ymben.2013.10.004,ZD-PPD-013,Protopanaxadiol,4.49 mg/g DCW,YPD,glucose,2%,-,-,6 days,30°C,ZD-PPD-010,-,"ERG20, ERG9",-
p192,10.1016.j.ymben.2013.10.004,ZD-PPD-016,Protopanaxadiol,8.48 mg/g DCW,YPD,glucose,2%,-,-,6 days,30°C,ZD-PPD-010,-,"ERG1, ERG20, ERG9",-
p192,10.1016.j.ymben.2013.10.004,ZD-PPD-018,Protopanaxadiol,13.11 mg/g DCW,YPD,glucose,2%,-,-,6 days,30°C,ZD-PPD-016,-,"SynPgPPDS, tHMG1, AtCPR1",-
p192,10.1016.j.ymben.2013.10.004,ZD-PPD-018,Protopanaxadiol,1189 mg/L,YPD,glucose,578 g/L,"7.5L fermentor, fed-batch",5.5,192h,30°C,ZD-PPD-016,-,"SynPgPPDS, tHMG1, AtCPR1",-
p192,10.1016.j.ymben.2013.10.004,ZD-PPD-018 + methyl oleate,Protopanaxadiol,1189 mg/L,YPD,glucose,578 g/L,"7.5L fermentor, two-phase extractive",5.5,96h,30°C,ZD-PPD-018,-,"SynPgPPDS, tHMG1, AtCPR1",-
p193,10.1016.j.ymben.2014.01.002,adh1Δ,1-butanol,242.8 mg/L,YPAD medium,Glucose,2%,"Baffled shake-flasks, Aerobic growth",5,2 days,30°C,S. cerevisiae strain YSG50 ura3Δ,adh1,"LEU4, LEU1, ILV1, CHA1",Aro10pI355Y
p194,10.1016.j.ymben.2014.01.005,HPY01,3-HP,92.6 mg/l,Defined minimal medium,Glucose,20 g/l,Unbaffled cotton-stopped flasks,,72h,30°C,CEN.PK 113-11C,,,mcrCa
p194,10.1016.j.ymben.2014.01.005,HPY06,3-HP,210 mg/l,Defined minimal medium,Glucose,20 g/l,Unbaffled cotton-stopped flasks,,72h,30°C,CEN.PK 113-11C,,"ADH2, ALD6, acsSE, ACC1",mcrCa
p194,10.1016.j.ymben.2014.01.005,HPY07,3-HP,249 mg/l,Defined minimal medium,Glucose,20 g/l,Unbaffled cotton-stopped flasks,,72h,30°C,SCIYC32,CIT2,"ADH2, ALD6, acsSE, ACC1",mcrCa
p194,10.1016.j.ymben.2014.01.005,HPY08,3-HP,271 mg/l,Defined minimal medium,Glucose,20 g/l,Unbaffled cotton-stopped flasks,,72h,30°C,SCIYC33,MLS1,"ADH2, ALD6, acsSE, ACC1",mcrCa
p194,10.1016.j.ymben.2014.01.005,,3-HP,463 mg/l,Defined minimal medium,Glucose,20 g/l,Unbaffled cotton-stopped flasks,,72h,30°C,CEN.PK 113-11C,MLS1,"ADH2, ALD6, acsSE, ACC1","mcrCa, gapN"
p195,10.1016.j.ymben.2014.05.001,WT,ethanol,25.4 g/L,SD,"glucose, xylose","49.3 g/L glucose, 49.6 g/L xylose","flask, batch",,24h,30°C,YC-DM,,,Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY3,ethanol,28.1 g/L,SD,"glucose, xylose","49.3 g/L glucose, 49.6 g/L xylose","flask, batch",,120h,30°C,WXY1,,"RPE1, XYL2, RKI1, TAL1",Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY5,ethanol,38.3 g/L,SD,"glucose, xylose","49.3 g/L glucose, 49.6 g/L xylose","flask, batch",,120h,30°C,WXY3,,"XYL14m, XYL2, XKS1, RPE1, RKI1, TAL1",Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY6,ethanol,30.4 g/L,SD,"glucose, xylose","49.5 g/L glucose, 49.2 g/L xylose","flask, batch",,120h,30°C,WXY3,,"TAL1, XKS1",Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY7,ethanol,45.2 g/L,SD,"glucose, xylose","49.2 g/L glucose, 49.5 g/L xylose","flask, batch",,96h,30°C,WXY5,,"TAL1, XKS1",Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY8,ethanol,0.47 g/g total sugar,SD,"glucose, xylose","49.5 g/L glucose, 49.7 g/L xylose","flask, batch",,96h,30°C,WXY5,,"TAL1, XKS1",Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY9,ethanol,0.46 g/g total sugar,SD,"glucose, xylose","49.5 g/L glucose, 49.7 g/L xylose","flask, batch",,96h,30°C,WXY5,,"TAL1, XKS1",Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY10,ethanol,0.47 g/g total sugar,SD,"glucose, xylose","49.5 g/L glucose, 49.7 g/L xylose","flask, batch",,96h,30°C,WXY5,,TAL1,Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY11,ethanol,0.48 g/g total sugar,SD,"glucose, xylose","49.5 g/L glucose, 49.7 g/L xylose","flask, batch",,96h,30°C,WXY5,,XKS1,Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY12,ethanol,0.48 g/g total sugar,SD,"glucose, xylose","50 g/L glucose, 50 g/L xylose","flask, batch",,84h,30°C,WXY5,,TAL1,Sch. stipitis
p195,10.1016.j.ymben.2014.05.001,WXY13,ethanol,27% lower than WXY12,SD,"glucose, xylose","49.7 g/L glucose, 49.8 g/L xylose","flask, batch",,96h,30°C,WXY5,,TAL1,Sch. stipitis
p196,10.1016.j.ymben.2014.07.008,BY4741+pXP842-2PS,TAL,260 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,none,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δpep4,TAL,870 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,PEP4,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δprb1,TAL,1.36 g/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,PRB1,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δpep4Δprb1,TAL,930 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,"PEP4, PRB1",2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BJ5464,TAL,870 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,"PEP4, PRB1",2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δgsy1Δgsy2,TAL,580 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,"GSY1, GSY2",2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δzwf1,TAL,530 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,ZWF1,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δpck1,TAL,290 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,PCK1,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δfbp1,TAL,130 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,FBP1,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δydr141c,TAL,370 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,YDR141C,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δglc7,TAL,130 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,GLC7,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δntc1,TAL,190 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,NTC1,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δcat5,TAL,120 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,CAT5,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741Δmatepony,TAL,130 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,MATEPONY,2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BYtΔprb1Δpyc2Δyia6,TAL,930 mg/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741Δtrp1,"PRB1, PYC2, YIA6",2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BYtΔprb1Δpyc2Δnte1,TAL,1.0 g/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741Δtrp1,"PRB1, PYC2, NTE1",2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BJtΔprb1Δpyc2Δnte1,TAL,1.25 g/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741,"PEP4, PRB1, PYC2, NTE1",2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BYtΔprb1Δpyc2Δyia6Δnte1,TAL,1.3 g/L,YPD,glucose,1%,"Shake flask, batch",not specified,48h,30°C,BY4741Δtrp1,"PRB1, PYC2, YIA6, NTE1",2-PS,2-PS from G. hybrida
p196,10.1016.j.ymben.2014.07.008,BY4741+pXP842-2PS (fed-batch),TAL,2.2 g/L,YPD,glucose,continuous (to maintain DO at 20%),"Fermentor, fed-batch",6.0,120h,30°C,BY4741Δtrp1,"PRB1, PYC2, YIA6, NTE1",2-PS,2-PS from G. hybrida
p197,10.1016.j.ymben.2014.10.003,SCE-R2-200,3HP,13.7±0.3 g L⁻¹,Mineral medium,Glucose,Not specified,Fed-batch,5,80 h,30°C,CEN.PK,Not mentioned,"AAT2, PYC1, PYC2","BcBAPAT, EcYDFG, TcPAND"
p197,10.1016.j.ymben.2014.10.003,SCE-R2-200,3HP,12.2 g L⁻¹,Mineral medium,Glucose,Not specified,Fed-batch,5,Not specified,30°C,CEN.PK,Not mentioned,"AAT2, PYC1, PYC2","BcBAPAT, EcYDFG, TcPAND"
p197,10.1016.j.ymben.2014.10.003,SCE-R2-200,3HP,9.2 g L⁻¹,Mineral medium,Glucose,Not specified,Fed-batch,3.5,Not specified,30°C,CEN.PK,Not mentioned,"AAT2, PYC1, PYC2","BcBAPAT, EcYDFG, TcPAND"
p197,10.1016.j.ymben.2014.10.003,Not specified,3HP,0.83±0.08 g L⁻¹,Mineral medium,Glucose,Not specified,Not specified,Not specified,Not specified,Not specified,CEN.PK,Not mentioned,Not specified,"TcPAND, BcBAPAT, EcYDFG"
p197,10.1016.j.ymben.2014.10.003,Not specified,3HP,3.66±0.72 g L⁻¹,Feed-in-time medium,Glucose,Not specified,Not specified,Not specified,Not specified,Not specified,CEN.PK,Not mentioned,Not specified,"TcPAND, BcBAPAT, EcYDFG"
p197,10.1016.j.ymben.2014.10.003,Not specified,3HP,2.14±0.09 g L⁻¹,Mineral medium,β-alanine,10 g L⁻¹,Not specified,Not specified,72 h,30°C,CEN.PK,Not mentioned,Not specified,"BcBAPAT, EcYDFG"
p198,10.1016.j.ymben.2014.10.008,AM94,"FOH, NOH, GGOH, GLOH, sclareol",0.2mg/L (sclareol),"neutral or alkaline medium, unbuffered medium for acidic conditions",glucose,,shake flask,"neutral or alkaline, pH 4",48h,30°C,,,CcCLS,
p198,10.1016.j.ymben.2014.10.008,AM94,sclareol,6.8mg/L,GDRA (Galactose Raffinose based selective medium with dodecane),galactose-raffinose,,shake flask,"unbuffered, allows media acidification",48h,30°C,,,CcGGPPS–ERG20p fusion,CcCLS
p198,10.1016.j.ymben.2014.10.008,AM94,sclareol,15.4mg/L,GDRA with overlay dodecane,galactose-raffinose,,shake flask,acidic,48h,30°C,,,Erg20p(F96C) or double mutant Erg20p(Y95L–F96I),CcCLS
p198,10.1016.j.ymben.2014.10.008,AM94,sclareol,28mg/L,GDRA +  additional CcCLS plasmid,galactose-raffinose,,shake flask,acidic,48h,30°C,AM94,,Erg20p(F96C) and CD-HMG2,"CcCLS, CcCLS–Erg20p(F96C)"
p198,10.1016.j.ymben.2014.10.008,AM94,cis-abienol,12.8mg/L,GDRA,galactose-raffinose,,shake flask,acidic,,,,Erg20p(F96C),"CcCLS, NtABS",
p198,10.1016.j.ymben.2014.10.008,AM205,carotenoids,261μg/g DCW,glucose CM-histidine,glucose,,shake flask,efficient,,,AM201,wild-type ERG20 allele,ERG20(F96C),crtI and crtYB
p198,10.1016.j.ymben.2014.10.008,AM205,sclareol,113mg/L,GDRA,galactose-raffinose,,shake flask,acidic,,30°C,AM205,,Erg20p(F96C),"CcCLS–Erg20p(F96C), CD-HMG2, CcCLS"
p198,10.1016.j.ymben.2014.10.008,AM205,sclareol,403mg/L,GDRA,galactose-raffinose,,shake flask,acidic,,30°C,AM205,,Erg20p(F96C),"SsSCLS, CcCLS–Erg20p(F96C)"
p198,10.1016.j.ymben.2014.10.008,AM94,abietadiene,98.5mg/L,GDRA,galactose-raffinose,,shake flask,acidic,,,AM94,,Erg20p(F96C),"PaLAS, Bts1p"
p198,10.1016.j.ymben.2014.10.008,AM205,abietadiene,143mg/L,GDRA,galactose-raffinose,,shake flask,acidic,,,AM205,,Erg20p(F96C),"PaLAS, Bts1p"
p199,10.1016.j.ymben.2014.12.001,AM102 with SfCDS and SpMilS,miltiradiene (1),26 mg/L,Gal/Raff-SD,"Galactose, Raffinose","2%, 1%","shake flask, with 1mL dodecane overlay",,2 days,30°C,"AM102, modified for terpene production","ERG9, UBC7, SSM4 (heterozygous deletion)",HMG2(K6R) (degradation stabilized),"Erg20p-CcGGPPS, SfCDS, SpMilS"
p199,10.1016.j.ymben.2014.12.001,AM102 with CcCLS and SpMilS,manoyl oxide (4),36 mg/L,Gal/Raff-SD,"Galactose, Raffinose","2%, 1%","shake flask, with 1mL dodecane overlay",,2 days,30°C,"AM102, modified for terpene production","ERG9, UBC7, SSM4 (heterozygous deletion)",HMG2(K6R) (degradation stabilized),"Erg20p-CcGGPPS, CcCLS, SpMilS"
p199,10.1016.j.ymben.2014.12.001,AM102 with CcCLS and SsSCLS,sclareol (5),87 mg/L,Gal/Raff-SD,"Galactose, Raffinose","2%, 1%","shake flask, with 1mL dodecane overlay",,2 days,30°C,"AM102, modified for terpene production","ERG9, UBC7, SSM4 (heterozygous deletion)",HMG2(K6R) (degradation stabilized),"Erg20p-CcGGPPS, CcCLS, SsSCLS"
p199,10.1016.j.ymben.2014.12.001,AM102 with SfCDS and SsSCLS,manool (6),96 mg/L,Gal/Raff-SD,"Galactose, Raffinose","2%, 1%","shake flask, with 1mL dodecane overlay",,2 days,30°C,"AM102, modified for terpene production","ERG9, UBC7, SSM4 (heterozygous deletion)",HMG2(K6R) (degradation stabilized),"Erg20p-CcGGPPS, SfCDS, SsSCLS"
p199,10.1016.j.ymben.2014.12.001,AM102 with CcCLS and NtABS,cis-abienol (7),3.9 mg/L,Gal/Raff-SD,"Galactose, Raffinose","2%, 1%","shake flask, with 1mL dodecane overlay",,2 days,30°C,"AM102, modified for terpene production","ERG9, UBC7, SSM4 (heterozygous deletion)",HMG2(K6R) (degradation stabilized),"Erg20p-CcGGPPS, CcCLS, NtABS"
p199,10.1016.j.ymben.2014.12.001,"AM102 with SfCDS, SpMilS and PtAO","18-Hydroxy-miltiradiene (9), 19-Hydroxy-miltiradiene (10)","~19 mg/L for 9, ~10 mg/L for 10",Gal/Raff-SD,"Galactose, Raffinose","2%, 1%","shake flask, with 1mL dodecane overlay",,2 days,30°C,"AM102, modified for terpene production","ERG9, UBC7, SSM4 (heterozygous deletion)",HMG2(K6R) (degradation stabilized),"Erg20p-CcGGPPS, SfCDS, SpMilS, PtAO"
p199,10.1016.j.ymben.2014.12.001,"AM102 with SfCDS, SsSCLS and PtAO",3β-Hydroxy-manool (11),~4 mg/L,Gal/Raff-SD,"Galactose, Raffinose","2%, 1%","shake flask, with 1mL dodecane overlay",,2 days,30°C,"AM102, modified for terpene production","ERG9, UBC7, SSM4 (heterozygous deletion)",HMG2(K6R) (degradation stabilized),"Erg20p-CcGGPPS, SfCDS, SsSCLS, PtAO"
p200,10.1016.j.ymben.2015.03.003,ZW-DM-A,DM,2.60 μmol/g DCW,YPD,Glucose,unspecified,unspecified,unspecified,6 days,30°C,BY4742,unspecified,"TEF1-tHMG1, PGK1-tHMG1",P. ginseng PgDDS
p200,10.1016.j.ymben.2015.03.003,ZW-PPD-A,PPD,2.49 μmol/g DCW,YPD,Glucose,unspecified,unspecified,unspecified,6 days,30°C,ZW-DM-A,unspecified,"TEF1-SynPgPPDS, TDH3-ATR2.1, PGK1-tHMG1",A. thaliana ATR2.1
p200,10.1016.j.ymben.2015.03.003,ZW-PPD-B,PPD,8.29 μmol/g DCW,YPD,Glucose,unspecified,unspecified,unspecified,6 days,30°C,ZW-PPD-A,unspecified,"TPI1-PgSQE1, PGK1-ERG9, GPM1-ERG20",A. thaliana ATR2.1
p200,10.1016.j.ymben.2015.03.003,D20RH18,Rh2,1.45 μmol/g DCW,YPD,Glucose,unspecified,unspecified,unspecified,6 days,30°C,ZW-PPD-B,unspecified,TEF1-UGTPg45,P. ginseng UGTPg45
p200,10.1016.j.ymben.2015.03.003,D20RG1,Rg3,3.49 μmol/g DCW,YPD,Glucose,unspecified,unspecified,unspecified,6 days,30°C,ZW-PPD-B,unspecified,"TEF1-UGTPg45, HXT7-UGTPg29","P. ginseng UGTPg45, UGTPg29"
p201,10.1016.j.ymben.2015.08.007,ST4135,resveratrol,2.73±0.05 mg/L,minimal medium,glucose,30 g/L,batch bioreactor,5.0,72h,30°C,CEN.PK102-5B,none,"HaTAL, At4CL1, VvVST1",none
p201,10.1016.j.ymben.2015.08.007,ST4136,resveratrol,4.85±0.31 mg/L,minimal medium,glucose,30 g/L,batch bioreactor,5.0,72h,30°C,CEN.PK102-5B,none,"ScARO4K229L, ScARO7G141S",none
