paper number,paper_number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
P330,P2330,10.1016.j.ymben.2015.07.007,TGFA091-7,yeast,fumarate (fumarate),13.67g/L,fermentation medium,glucose,100g/L,"shake flask, fed-batch",5.5,24h,30°C,TGFA091-6,,FUM1;KGD2;KGD2-SUCLG2;KSSS;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC;SDH1;SFC1;SUCLG2;SpMAE1,
P330,P2330,10.1016.j.ymben.2015.07.007,TGFA091-11,yeast,fumarate (fumarate),16.57g/L,fermentation medium,glucose,100g/L,"shake flask, fed-batch",5.5,24h,30°C,TGFA091-7,,FUM1;KGD2;KGD2-SUCLG2;KSSS;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoMDH-P160A & RoPYC;RoPYC;SDH1;SFC1;SUCLG2;SpMAE1,
P330,P2330,10.1016.j.ymben.2015.07.007,TGFA091-12,yeast,fumarate (fumarate),20.46g/L,fermentation medium,glucose,100g/L,"shake flask, fed-batch",5.5,24h,30°C,TGFA091-11,,FUM1;KGD2;KGD2-SUCLG2;KSSS;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoMDH-P160A & RoPYC;RoPYC;SDH1;SFC1;SUCLG2;SpMAE1,
P330,P2330,10.1016.j.ymben.2015.07.007,TGFA091-3,yeast,fumarate (fumarate),5.44g/L,fermentation medium,glucose,100g/L,"shake flask, fed-batch",5.5,24h,30°C,TGFA091-0,,FUM1;RoFUM1;RoMDH;RoPYC;SpMAE1,
P330,P2330,10.1016.j.ymben.2015.07.007,TGFA091-4,yeast,fumarate (fumarate),6.28g/L,fermentation medium,glucose,100g/L,"shake flask, fed-batch",5.5,24h,30°C,TGFA091-3,,FUM1;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC;SpMAE1,
P330,P2330,10.1016.j.ymben.2015.07.007,TGFA091-1,yeast,fumarate (fumarate),8.35g/L,fermentation medium,glucose,100g/L,"shake flask, fed-batch",5.5,24h,30°C,TGFA091-0,,FUM1;KGD2;KSSS;RoFUM1;RoMDH;RoPYC;SDH1;SFC1;SUCLG2;SpMAE1,
,,,,,,,,,,,,,,,,,
P331,P3411,10.1073.pnas.1502866112,PG06/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),1.73 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,,,scDAOCS;scDAOCS-H7 (unspecified)
P331,P3411,10.1073.pnas.1502866112,PG01/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),10.04 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,sucA,,scDAOCS (not specified in the text);scDAOCS-H7 (not specified in the text)
P331,P3411,10.1073.pnas.1502866112,PG03/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),11.10 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,acs;poxB;sucA,,scDAOCS;scDAOCS-H7 (not specified in the text)
P331,P3411,10.1073.pnas.1502866112,PG05/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),12.19 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,aceA;acs;poxB;sucA,,scDAOCS (unknown);scDAOCS-H7
P331,P3411,10.1073.pnas.1502866112,PG14/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),17.88 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,ampC;sucA,,scDAOCS;scDAOCS-H7 (not specified in the text)
P331,P3411,10.1073.pnas.1502866112,BW/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),2.5 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,,,scDAOCS (not specified in the text);scDAOCS-H7 (not specified in the text)
P331,P3411,10.1073.pnas.1502866112,PG04/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),3.59 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,,,scDAOCS;scDAOCS-H7
P331,P3411,10.1073.pnas.1502866112,PG08/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),3.79 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,aceA,,scDAOCS;scDAOCS-H7 (unspecified)
P331,P3411,10.1073.pnas.1502866112,PG02/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),4.19 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,,,scDAOCS;scDAOCS-H7
P331,P3411,10.1073.pnas.1502866112,PG07/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),8.79 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,acs;iclR;poxB;sucA,,scDAOCS (not specified in the text);scDAOCS-H7
P331,P3411,10.1073.pnas.1502866112,PG12/H7,Saccharomyces cerevisiae,G-7-ADCA (G-7-ADCA),9.63 mol%,ZYM medium,Glucose,Not specified,Shake flask,Not specified,5 h,30 °C,BW25113,ampC,,scDAOCS (not specified in the text);scDAOCS-H7 (not specified in the text)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P333,P588,10.1007.s00253-015-6816-6,CWF4NS,Escherichia coli,Acetic acid (Acetic acid),0.145 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4NS,Escherichia coli,Fumaric acid (Fumaric acid),0.493 g/g·glucose,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4NS,Escherichia coli,Fumaric acid (Fumaric acid),5.75 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4NS,Escherichia coli,Fumaric acid (Fumaric acid),6.24 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N1,Escherichia coli,Acetic acid (Acetic acid),0.96 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N1,Escherichia coli,Fumaric acid (Fumaric acid),3.62 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N4,Escherichia coli,Acetic acid (Acetic acid),1.44 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N4,Escherichia coli,Fumaric acid (Fumaric acid),4.90 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N,Escherichia coli,Fumaric acid (Fumaric acid),0.142 g/g,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,E. coli W3110,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N,Escherichia coli,Fumaric acid (Fumaric acid),0.431 g/g·glucose,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,E. coli W3110,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N,Escherichia coli,Fumaric acid (Fumaric acid),1.16 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,E. coli W3110,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N,Escherichia coli,Fumaric acid (Fumaric acid),5.30 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,E. coli W3110,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4NSA,Escherichia coli,Fumaric acid (Fumaric acid),0.506 g/g,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4NS,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF51,Escherichia coli,Fumaric acid (Fumaric acid),4.59 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,,arcA;fumA;fumB;fumC;iclR,PPC,
P333,P588,10.1007.s00253-015-6816-6,CWF61,Escherichia coli,Fumaric acid (Fumaric acid),5.00 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,,arcA;fumA;fumB;fumC;iclR;ptsG,PPC,
P333,P588,10.1007.s00253-015-6816-6,CWF81,Escherichia coli,Fumaric acid (Fumaric acid),5.16 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,,arcA;aspA;fumA;fumB;fumC;iclR;ptsG,PPC,
P333,P588,10.1007.s00253-015-6816-6,CWF4N3,Escherichia coli,Fumaric acid (Fumaric acid),5.73 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
P333,P588,10.1007.s00253-015-6816-6,CWF4N2,Escherichia coli,Fumaric acid (Fumaric acid),5.79 g/L,MR medium,Glucose,20 g/L,Fed-batch fermentor,7.0,24 h,37 °C,CWF4N,ackA;aspA;fumA;fumAC;fumB;iclR;lacI;maeB;ptsG;sdhCDAB;sfcA,PPC;gltA;ppc,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P335,P4053,10.1186.s13068-015-0281-4,BR adh1Δ +5 g,Saccharomyces cerevisiae,n-butanol (n-butanol),150 mg/L,Anaerobic YPD,Glucose,2%,Semi-anaerobic vials,Not specified,21 days,30°C,BR,ADH;ADH1,ACS2;ALD6,AtoB (Clostridium Beijerinckii);Bcd (Clostridium Beijerinckii);Crt (Clostridium Beijerinckii);HBD (Clostridium Beijerinckii)
P335,P4053,10.1186.s13068-015-0281-4,adh1Δ,Saccharomyces cerevisiae,n-butanol (n-butanol),40 mg/L,Anaerobic YPD,Glucose,2%,Semi-anaerobic vials,Not specified,Not specified,30°C,,ADH;ADH1,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P337,P2324,10.1016.j.ymben.2015.06.009,BY22,Saccharomyces cerevisiae,C15 alkene (C15 alkene),2.1mg/L,rich medium,glucose,2%,fed-batch fermentation,off,144h,30°C,BY4741 Δfaa1Δfaa4,ccp1;cta1;ctt1;faa1;faa4,HEM3;OleT;OleTJE;OleTJE-CO,OleT (Jeotgalicoccus sp. ATCC 8456);OleTJE (Jeotgalicoccus sp. ATCC 8456);OleTJE-CO (Jeotgalicoccus sp. ATCC 8456)
,,,,,,,,,,,,,,,,,
P338,P3751,10.1186.s12934-015-0291-8,HLC010-pETNG,Escherichia coli,dCyd (deoxycytidine),4-fold greater,Flask culture,Glycerol,60 g/L,"Baffled flask, fed-batch",7,36 h,37°C,HLC010,argR;cdd;codA;dcd;deoA;deoD;pepA;purR;thyA;udp,nrdCAB;pyrG,nrdCAB (T4 bacteriophage)
P338,P3751,10.1186.s12934-015-0291-8,HLC010-pETNG,Escherichia coli,dCyd (deoxycytidine),401 mg/L,Flask culture,Glycerol,60 g/L,"Baffled flask, fed-batch",7,36 h,37°C,HLC010,argR;cdd;codA;dcd;deoA;deoD;pepA;purR;thyA;udp,nrdCAB;pyrG,nrdCAB (T4 bacteriophage)
P338,P3751,10.1186.s12934-015-0291-8,HLC010-pETNY,Escherichia coli,dCyd (deoxycytidine),410 mg/L,Flask culture,Glycerol,60 g/L,"Baffled flask, fed-batch",7,36 h,37°C,HLC010,argR;cdd;codA;dcd;deoA;deoD;pepA;purR;thyA;udp,nrdCAB;yfbR,nrdCAB (T4 bacteriophage)
P338,P3751,10.1186.s12934-015-0291-8,HLC010-pETNGY,Escherichia coli,dCyd (deoxycytidine),552 mg/L,Flask culture,Glycerol,60 g/L,"Baffled flask, fed-batch",7,36 h,37°C,HLC010,argR;cdd;codA;dcd;deoA;deoD;pepA;purR;thyA;udp,nrdCAB;pyrG;yfbR,nrdCAB (T4 bacteriophage)
P338,P3751,10.1186.s12934-015-0291-8,HLC010-pETGY,Escherichia coli,dCyd (deoxycytidine),650 mg/L,Flask culture,Glycerol,60 g/L,"Baffled flask, fed-batch",7,36 h,37°C,HLC010,argR;cdd;codA;dcd;deoA;deoD;pepA;purR;thyA;udp,pyrG;yfbR,
P338,P3751,10.1186.s12934-015-0291-8,HLC015-pETGY,Escherichia coli,dCyd (deoxycytidine),967 mg/L,Flask culture,Glucose,60 g/L,"Baffled flask, fed-batch",7,32 h,37°C,HLC015,argR;cdd;codA;dcd;deoA;deoD;pepA;pgi;purR;thyA;udp,pyrG;yfbR,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P340,P3750,10.1186.s12934-015-0285-6,tdcE mutant,Escherichia coli,Ethanol (Ethanol),1.19-folds at 46 h and 1.12-folds at 22 h in ethanol and hydrogen production respectively,Glycerol-based medium,Glycerol,10 g L−1 (109 mM),"12 mL crimp-top vials, sealed with a butyl rubber septum and aluminium caps",6.25,22 and 46 h,37°C,wild type strain,tdcE,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG110,Escherichia coli,12-methyltetradecanoate (12-methyltetradecanoate),17 ± 0.7 mg/L,Modified M9 medium,Glucose,2 g/L,Shake flask,7,28 h,30 °C,E. coli BL21 (DE3),,BCKD;FabH,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG110,Escherichia coli,BFAs (Branched fatty acids),17 ± 0.7 mg/L,Modified M9 medium,Glucose,2 g/L,Shake flask,7,28 h,30 °C,E. coli BL21 (DE3),,BCKD;FabH,
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG110,Escherichia coli,14-methylhexadecanoate (14-methylhexadecanoate),33 ± 5.4 mg/L,Modified M9 medium,Glucose,2 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,BCKD;FabH;tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG110,Escherichia coli,14-methylpentadecanoate (14-methylpentadecanoate),33 ± 5.4 mg/L,Modified M9 medium,Glucose,2 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,BCKD;FabH;tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG110,Escherichia coli,BFAs (Branched fatty acids),33 ± 5.4 mg/L,Modified M9 medium,Glucose,2 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,BCKD;FabH;tesA',
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,Escherichia coli,FABCEs (Fatty acid branched-chain esters),13.7 ± 2.05 mg/g glycerol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,BL21/pDG104,,adh2;alsS;aro10;fadD;ilvCD;tesA';ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,Escherichia coli,FABCEs (Fatty acid branched-chain esters),273 ± 40.9 mg/L,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,BL21/pDG104,,adh2;alsS;aro10;fadD;ilvCD;tesA';ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,Escherichia coli,branched-chain alcohols (branched-chain alcohols),499 ± 28.9 mg/L isoamylol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,BL21/pDG104,,adh2;alsS;aro10;fadD;ilvCD;tesA';ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,Escherichia coli,branched-chain alcohols (branched-chain alcohols),513 ± 24.9 mg/L isobutanol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,BL21/pDG104,,adh2;alsS;aro10;fadD;ilvCD;tesA';ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,Escherichia coli,fatty acid esters (fatty acid esters),13.7 ± 2.05 mg/g glycerol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,BL21/pDG104,,adh2;alsS;aro10;fadD;ilvCD;tesA';ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,Escherichia coli,fatty acid esters (fatty acid esters),273 ± 40.9 mg/L,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,BL21/pDG104,,adh2;alsS;aro10;fadD;ilvCD;tesA';ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,Escherichia coli,isobutanol (isobutanol),513 ± 24.9 mg/L,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,BL21/pDG104,,adh2;alsS;aro10;fadD;ilvCD;tesA';ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,FABCEs (Fatty acid branched-chain esters),177 ± 21.9 mg/L,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,FABCEs (Fatty acid branched-chain esters),8.9 ± 1.10 mg/g glycerol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,branched-chain alcohols (branched-chain alcohols),205 ± 15.9 mg/L isobutanol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,branched-chain alcohols (branched-chain alcohols),345 ± 36.2 mg/L isoamylol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,branched-chain alcohols (branched-chain alcohols),6.3 ± 0.79 mg/L/h,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,branched-chain alcohols (branched-chain alcohols),8.9 ± 1.10 mg/g glycerol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,fatty acid esters (fatty acid esters),177 ± 21.9 mg/L,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,Escherichia coli,fatty acid esters (fatty acid esters),8.9 ± 1.10 mg/g glycerol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,TL101,fadE,tesA',
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104,Escherichia coli,FABCEs (Fatty acid branched-chain esters),2.8 ± 0.32 mg/g glycerol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,E. coli BL21 (DE3),,adh2;alsS;aro10;fadD;ilvCD;ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104,Escherichia coli,FABCEs (Fatty acid branched-chain esters),56 ± 6.3 mg/L,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,E. coli BL21 (DE3),,adh2;alsS;aro10;fadD;ilvCD;ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104,Escherichia coli,fatty acid esters (fatty acid esters),2.8 ± 0.32 mg/g glycerol,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,E. coli BL21 (DE3),,adh2;alsS;aro10;fadD;ilvCD;ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,BL21/pDG104,Escherichia coli,fatty acid esters (fatty acid esters),56 ± 6.3 mg/L,Modified M9 medium,Glycerol,20 g/L,Shake flask,7,28 h,30 °C,E. coli BL21 (DE3),,adh2;alsS;aro10;fadD;ilvCD;ws/dgat,
P342,P4052,10.1186.s13068-015-0270-7,E. coli BL21 (DE3),Escherichia coli,isobutanol (isobutanol),2015 ± 171.0 mg/L,LB medium,Glucose,2 g/L,Shake flask,7,12 h,30 °C,,,,
P342,P4052,10.1186.s13068-015-0270-7,P. pastoris/pDG103,Escherichia coli,methyl pentadecanoic acid (methyl pentadecanoic acid),169 ± 11.7 mg/L,YPD medium,Glucose,20 g/L,Shake flask,7,28 h,30 °C,,,adh2;aro10;ws/dgat,
,,,,,,,,,,,,,,,,,
P343,P3413,10.1073.pnas.1506781112,P5gs,Escherichia coli,"MA (cis,cis-muconic acid)",Higher specific MA production than P5g,Sugar medium containing 3.3 g/L xylose and 6.6 g/L glucose,"Glucose, xylose",3.3 g/L xylose and 6.6 g/L glucose,Monoculture cultivation in 14-mL culture tubes,Not specified,96 h,37 °C,Escherichia coli P5g,AroE;YdiB,shiA,AroY (Klebsiella pneumoniae);AroZ (Klebsiella pneumoniae);CatA
P343,P3413,10.1073.pnas.1506781112,P6.2,Escherichia coli,DHS (3-dehydroshikimic acid),Not specified,Minimal medium containing 15 g/L glucose,Glucose,15 g/L glucose,Monoculture cultivation in 14-mL culture tubes,Not specified,96 h,37 °C,,phosphotransferase system;xylA,,
,,,,,,,,,,,,,,,,,
P344,P164,10.1002.bit.25683,S. cerevisiae CEN.PK113-5D,Saccharomyces cerevisiae,a-farnesene (a-farnesene),4 mg/L,Minimal medium,Glucose,20 g/L,Shake flask,5,48 h,30°C,,,,a-farnesene synthase (M. domestica);b-farnesene synthase (C. junos);tHMG1 (not specified)
P344,P164,10.1002.bit.25683,S. cerevisiae CEN.PK113-5D,Saccharomyces cerevisiae,farnesene (farnesene),4 mg/L,Minimal medium,Glucose,20 g/L,Shake flask,5,48 h,30°C,,,,a-farnesene synthase (M. domestica);b-farnesene synthase (C. junos);tHMG1 (not specified)
P344,P164,10.1002.bit.25683,CEN.PK113-5D,Saccharomyces cerevisiae,b-farnesene (beta-farnesene),3.5 mg/L,Minimal medium,Glucose,20 g/L,Shake flask,5,48 h,30°C,,,,a-farnesene synthase (M. domestica);b-farnesene synthase (C. junos);tHMG1 (S. cerevisiae)
P344,P164,10.1002.bit.25683,CEN.PK113-5D,Saccharomyces cerevisiae,farnesene (farnesene),3.5 mg/L,Minimal medium,Glucose,20 g/L,Shake flask,5,48 h,30°C,,,,a-farnesene synthase (M. domestica);b-farnesene synthase (C. junos);tHMG1 (S. cerevisiae)
P344,P164,10.1002.bit.25683,SCIST10-12,Saccharomyces cerevisiae,farnesene (farnesene),$170 mg/L,Fed-batch minimal medium,Glucose,20 g/L,Bioreactor with RQ-controlled exponential feeding,5,,,SCIGS22,ERG20;GDH2;dpp1;gdh1;lpp1,ERG9,a-farnesene synthase (M. domestica);b-farnesene synthase (A. annua);tHMG1 (S. cerevisiae)
P344,P164,10.1002.bit.25683,SCIST10-12,Saccharomyces cerevisiae,farnesene (farnesene),160 mg/L,Fed-batch minimal medium,Glucose,20 g/L,Bioreactor with RQ-controlled exponential feeding,5,,,SCIGS22,ERG20;GDH2;dpp1;gdh1;lpp1,ERG9,a-farnesene synthase (M. domestica);b-farnesene synthase (A. annua);tHMG1 (S. cerevisiae)
P344,P164,10.1002.bit.25683,SCIST04-12,Saccharomyces cerevisiae,farnesene (farnesene),4.5 mg/L,Minimal medium,Glucose,20 g/L,Shake flask,5,48 h,30°C,SCIGS22,ERG20;GDH2;dpp1;gdh1;lpp1,ERG9,a-farnesene synthase (M. domestica);b-farnesene synthase (C. junos);tHMG1 (S. cerevisiae)
P344,P164,10.1002.bit.25683,SCIST04-06,Saccharomyces cerevisiae,farnesene (farnesene),6 mg/L,Minimal medium,Glucose,20 g/L,Shake flask,5,48 h,30°C,S. cerevisiae CEN.PK113-5D,,ERG9,a-farnesene synthase (M. domestica);b-farnesene synthase (C. junos);tHMG1 (S. cerevisiae)
P344,P164,10.1002.bit.25683,SCIGS24,Saccharomyces cerevisiae,santalene (santalene),0.006 g/gDCW,Fed-batch minimal medium,Glucose,30 g/L,Bioreactor with RQ-controlled exponential feeding,5,,,S. cerevisiae CEN.PK113-5D,,ERG9,a-farnesene synthase (M. domestica);b-farnesene synthase (Clausena lansium);santalene synthase (Clausena lansium);tHMG1 (S. cerevisiae)
P344,P164,10.1002.bit.25683,SCIGS24,Saccharomyces cerevisiae,santalene (santalene),163 mg/L,Fed-batch minimal medium,Glucose,30 g/L,Bioreactor with RQ-controlled exponential feeding,5,,,S. cerevisiae CEN.PK113-5D,,ERG9,a-farnesene synthase (M. domestica);b-farnesene synthase (Clausena lansium);santalene synthase (Clausena lansium);tHMG1 (S. cerevisiae)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P346,P584,10.1007.s00253-015-6732-9,HJ01,Escherichia coli,acetol (acetol),0.08 g/L,M9 minimal medium,glucose and glycerol,2 g/L glucose and 2 g/L glycerol,"500-mL baffled Erlenmeyer flasks, batch fermentation",around 7,72 h,37 °C,E. coli BW25113,,yqhD,
P346,P584,10.1007.s00253-015-6732-9,HJ02,Escherichia coli,acetol (acetol),0.44 g/L,M9 minimal medium,glycerol,2 g/L glycerol,"500-mL baffled Erlenmeyer flasks, batch fermentation",around 7,72 h,37 °C,E. coli BW25113;HJ01,glpK;ptsG,yqhD,glpK (the strain Lin 43);glpK22 (the strain Lin 43)
